N1.HOG0002046	OG0003278	-		Cladocopium_Davies_comp111610_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN214712_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN214712_c0_g1_i1_Symbiont
N1.HOG0002047	OG0003279	-		Cladocopium_Davies_comp30637_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN423834_c2_g5_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN423834_c2_g4_i4_Symbiont
N1.HOG0002048	OG0003280	-		Cladocopium_Davies_comp211279_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN368587_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN368587_c0_g1_i2_Symbiont
N1.HOG0002049	OG0003281	-		Cladocopium_Davies_comp43642_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN230574_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN230574_c0_g2_i1_Symbiont
N1.HOG0002050	OG0003282	-		Cladocopium_Davies_comp335191_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN304601_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN304601_c0_g2_i1_Symbiont
N1.HOG0002051	OG0003283	-		Cladocopium_Davies_comp163702_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN215890_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN215890_c0_g1_i1_Symbiont
N1.HOG0002052	OG0003284	-		Cladocopium_Davies_comp119322_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN209280_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN209280_c0_g2_i1_Symbiont
N1.HOG0002053	OG0003285	-		Cladocopium_Davies_comp141528_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN439990_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN422834_c0_g1_i9_Symbiont
N1.HOG0002054	OG0003286	-		Cladocopium_Davies_comp86455_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN162276_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN162276_c0_g2_i1_Symbiont
N1.HOG0002055	OG0003287	-		Cladocopium_Davies_comp55398_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN276658_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN297495_c0_g1_i1_Symbiont
N1.HOG0002056	OG0003288	-		Cladocopium_Davies_comp272156_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN39344_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN39344_c0_g2_i1_Symbiont
N1.HOG0002057	OG0003289	-		Cladocopium_Davies_comp205404_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN773594_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN773594_c0_g1_i1_Symbiont
N1.HOG0002058	OG0003290	-		Cladocopium_Davies_comp228080_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN4096_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN4096_c0_g1_i1_Symbiont
N1.HOG0002059	OG0003291	-		Cladocopium_Davies_comp370742_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN230828_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN230828_c0_g2_i1_Symbiont
N1.HOG0002060	OG0003292	-		Cladocopium_Davies_comp114154_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN326793_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN326793_c0_g3_i2_Symbiont
N1.HOG0002061	OG0003293	-		Cladocopium_Davies_comp115932_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN92652_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN92652_c0_g2_i1_Symbiont
N1.HOG0002062	OG0003294	-		Cladocopium_Davies_comp41567_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN602148_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN840729_c0_g1_i1_Symbiont
N1.HOG0002063	OG0003295	-		Cladocopium_Davies_comp56220_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN368808_c0_g3_i4_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN368808_c0_g2_i1_Symbiont
N1.HOG0002064	OG0003296	-		Cladocopium_Davies_comp172479_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN208716_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN208716_c0_g2_i1_Symbiont
N1.HOG0002065	OG0003297	-		Cladocopium_Davies_comp272037_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN256308_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN256308_c0_g2_i1_Symbiont
N1.HOG0002066	OG0003298	-		Cladocopium_Davies_comp270049_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN388960_c0_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN388960_c0_g1_i1_Symbiont
N1.HOG0002067	OG0003299	-		Cladocopium_Davies_comp107132_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN242888_c0_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN242888_c0_g1_i1_Symbiont
N1.HOG0002068	OG0003300	-		Cladocopium_Davies_comp47974_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN98875_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN762586_c0_g1_i1_Symbiont
N1.HOG0002069	OG0003301	-		Cladocopium_Davies_comp36528_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN121029_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN121029_c0_g2_i1_Symbiont
N1.HOG0002070	OG0003302	-		Cladocopium_Davies_comp266025_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN218656_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN218656_c0_g1_i1_Symbiont
N1.HOG0002071	OG0003303	-		Cladocopium_Davies_comp54184_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN218736_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN218736_c0_g1_i1_Symbiont
N1.HOG0002072	OG0003304	-		Cladocopium_Davies_comp113703_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN336051_c1_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN336051_c1_g1_i1_Symbiont
N1.HOG0002073	OG0003305	-		Cladocopium_Davies_comp33167_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN376729_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN376729_c0_g2_i1_Symbiont
N1.HOG0002074	OG0003306	-		Cladocopium_Davies_comp254238_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN389440_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN523303_c0_g1_i1_Symbiont
N1.HOG0002075	OG0003307	-		Cladocopium_Davies_comp186133_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN156603_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN156603_c0_g2_i1_Symbiont
N1.HOG0002076	OG0003308	-		Cladocopium_Davies_comp300178_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN59344_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN295509_c0_g1_i2_Symbiont
N1.HOG0002077	OG0003309	-		Cladocopium_Davies_comp165048_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN334882_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN334882_c0_g1_i1_Symbiont
N1.HOG0002078	OG0003310	-		Cladocopium_Davies_comp115815_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN4109_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN4109_c0_g1_i1_Symbiont
N1.HOG0002079	OG0003311	-		Cladocopium_Davies_comp289575_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN22235_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN22235_c0_g1_i1_Symbiont
N1.HOG0002080	OG0003312	-		Cladocopium_Davies_comp41310_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN288632_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN288632_c0_g2_i2_Symbiont
N1.HOG0002081	OG0003313	-		Cladocopium_Davies_comp117447_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN88875_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN88875_c0_g2_i1_Symbiont
N1.HOG0002082	OG0003314	-		Cladocopium_Davies_comp40639_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN164081_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN164081_c0_g1_i1_Symbiont
N1.HOG0002083	OG0003315	-		Cladocopium_Davies_comp37527_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN232807_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN232807_c0_g1_i1_Symbiont
N1.HOG0002084	OG0003316	-		Cladocopium_Davies_comp193684_c0_seq3_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN166236_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN761937_c0_g1_i1_Symbiont
N1.HOG0002085	OG0003317	-		Cladocopium_Davies_comp162314_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN210478_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN210478_c0_g1_i1_Symbiont
N1.HOG0002086	OG0003318	-		Cladocopium_Davies_comp113709_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN55322_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN55322_c0_g2_i1_Symbiont
N1.HOG0002087	OG0003319	-		Cladocopium_Davies_comp264056_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN75680_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN75680_c0_g2_i1_Symbiont
N1.HOG0002088	OG0003320	-		Cladocopium_Davies_comp268910_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN154793_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN154793_c0_g2_i1_Symbiont
N1.HOG0002089	OG0003321	-		Cladocopium_Davies_comp206409_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN4105_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN4105_c0_g4_i1_Symbiont
N1.HOG0002090	OG0003322	-		Cladocopium_Davies_comp186827_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN422243_c3_g10_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN422243_c3_g6_i1_Symbiont
N1.HOG0002091	OG0003323	-		Cladocopium_Davies_comp267619_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN545001_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN201656_c0_g1_i1_Symbiont
N1.HOG0002092	OG0003324	-		Cladocopium_Davies_comp273599_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN201635_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN201635_c0_g2_i1_Symbiont
N1.HOG0002093	OG0003325	-		Cladocopium_Davies_comp248391_c0_seq5_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN721775_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN198171_c0_g1_i1_Symbiont
N1.HOG0002094	OG0003326	-		Cladocopium_Davies_comp42432_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN361029_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN361029_c0_g4_i2_Symbiont
N1.HOG0002095	OG0003327	-		Cladocopium_Davies_comp117172_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN404284_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN404284_c0_g2_i1_Symbiont
N1.HOG0002096	OG0003328	-		Cladocopium_Davies_comp48953_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN209720_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN209720_c0_g1_i1_Symbiont
N1.HOG0002097	OG0003329	-		Cladocopium_Davies_comp175067_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN164127_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN164127_c0_g2_i1_Symbiont
N1.HOG0002098	OG0003330	-		Cladocopium_Davies_comp233494_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN310411_c0_g1_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN310411_c0_g2_i1_Symbiont
N1.HOG0002099	OG0003331	-		Cladocopium_Davies_comp266107_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN199140_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN199140_c0_g1_i1_Symbiont
N1.HOG0002100	OG0003332	-		Cladocopium_Davies_comp276599_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN239755_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN239755_c0_g3_i1_Symbiont
N1.HOG0002101	OG0003333	-		Cladocopium_Davies_comp273588_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN415746_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN415746_c0_g2_i6_Symbiont
N1.HOG0002102	OG0003334	-		Cladocopium_Davies_comp116892_c1_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN294149_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN294149_c0_g2_i1_Symbiont
N1.HOG0002103	OG0003335	-		Cladocopium_Davies_comp217063_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN58195_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN58195_c0_g1_i1_Symbiont
N1.HOG0002104	OG0003336	-		Cladocopium_Davies_comp226877_c0_seq13_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN352129_c1_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN352129_c1_g3_i1_Symbiont
N1.HOG0002105	OG0003337	-		Cladocopium_Davies_comp269337_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN233207_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN233207_c0_g2_i1_Symbiont
N1.HOG0002106	OG0003338	-		Cladocopium_Davies_comp42972_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN196888_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN470849_c0_g1_i1_Symbiont
N1.HOG0002107	OG0003339	-		Cladocopium_Davies_comp387413_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN215651_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN215651_c0_g1_i1_Symbiont
N1.HOG0002108	OG0003340	-		Cladocopium_Davies_comp117376_c0_seq1_Symbiont, Cladocopium_Davies_comp303042_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN461751_c0_g1_i1_Symbiont
N1.HOG0002109	OG0003341	-		Cladocopium_Davies_comp274664_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN287403_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN287403_c0_g1_i1_Symbiont
N1.HOG0002110	OG0003342	-		Cladocopium_Davies_comp183847_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN134466_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN134466_c0_g1_i1_Symbiont
N1.HOG0002111	OG0003343	-		Cladocopium_Davies_comp319756_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN609612_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN609612_c0_g2_i1_Symbiont
N1.HOG0002112	OG0003344	-		Cladocopium_Davies_comp52073_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN310901_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN310901_c0_g1_i1_Symbiont
N1.HOG0002113	OG0003345	-		Cladocopium_Davies_comp265736_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN2963_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN2963_c0_g2_i1_Symbiont
N1.HOG0002114	OG0003346	-		Cladocopium_Davies_comp86664_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN232385_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN232385_c0_g2_i1_Symbiont
N1.HOG0002115	OG0003347	-		Cladocopium_Davies_comp188436_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN192999_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN192999_c0_g1_i1_Symbiont
N1.HOG0002116	OG0003348	-		Cladocopium_Davies_comp45070_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN37069_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN37069_c0_g1_i1_Symbiont
N1.HOG0002117	OG0003349	-		Cladocopium_Davies_comp76736_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN292678_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN292678_c0_g2_i1_Symbiont
N1.HOG0002118	OG0003350	-		Cladocopium_Davies_comp42143_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN218063_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN218063_c0_g2_i1_Symbiont
N1.HOG0002119	OG0003351	-		Cladocopium_Davies_comp116920_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN606767_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN606767_c0_g2_i1_Symbiont
N1.HOG0002120	OG0003352	-		Cladocopium_Davies_comp156458_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN165510_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN165510_c0_g1_i1_Symbiont
N1.HOG0002121	OG0003353	-		Cladocopium_Davies_comp49082_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN136185_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN136185_c0_g2_i1_Symbiont
N1.HOG0002122	OG0003354	-		Cladocopium_Davies_comp43230_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN33847_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN33847_c0_g2_i1_Symbiont
N1.HOG0002123	OG0003355	-		Cladocopium_Davies_comp123459_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN47163_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN47163_c0_g2_i1_Symbiont
N1.HOG0002124	OG0003356	-		Cladocopium_Davies_comp191535_c0_seq4_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN98705_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN98705_c0_g1_i1_Symbiont
N1.HOG0002125	OG0003357	-		Cladocopium_Davies_comp236760_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN255330_c2_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN255330_c2_g2_i1_Symbiont
N1.HOG0002126	OG0003358	-		Cladocopium_Davies_comp79991_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN125487_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN125487_c0_g2_i1_Symbiont
N1.HOG0002127	OG0003359	-		Cladocopium_Davies_comp195834_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN304988_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN304988_c0_g1_i1_Symbiont
N1.HOG0002128	OG0003360	-		Cladocopium_Davies_comp41232_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN163901_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN163901_c0_g2_i1_Symbiont
N1.HOG0002129	OG0003361	-		Cladocopium_Davies_comp271041_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN840832_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN840832_c0_g2_i1_Symbiont
N1.HOG0002130	OG0003362	-		Cladocopium_Davies_comp116772_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN79867_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN79867_c0_g2_i1_Symbiont
N1.HOG0002131	OG0003363	-		Cladocopium_Davies_comp474755_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN31163_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN31163_c0_g1_i1_Symbiont
N1.HOG0002132	OG0003364	-		Cladocopium_Davies_comp342121_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN167225_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN167225_c0_g1_i1_Symbiont
N1.HOG0002133	OG0003365	-		Cladocopium_Davies_comp57942_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN96789_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN96789_c0_g2_i1_Symbiont
N1.HOG0002134	OG0003366	-		Cladocopium_Davies_comp225855_c1_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN216031_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN216031_c0_g2_i1_Symbiont
N1.HOG0002135	OG0003367	-		Cladocopium_Davies_comp217153_c0_seq12_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN285013_c1_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN285013_c1_g2_i1_Symbiont
N1.HOG0002136	OG0003368	-		Cladocopium_Davies_comp491329_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN366695_c0_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN366695_c0_g5_i1_Symbiont
N1.HOG0002137	OG0003369	-		Cladocopium_Davies_comp226147_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN219498_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN219498_c0_g1_i1_Symbiont
N1.HOG0002138	OG0003370	-		Cladocopium_Davies_comp274224_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN168506_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN168506_c0_g2_i1_Symbiont
N1.HOG0002139	OG0003371	-		Cladocopium_Davies_comp78506_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN785325_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN427109_c0_g1_i1_Symbiont
N1.HOG0002140	OG0003372	-		Cladocopium_Davies_comp250134_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN387442_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN432544_c4_g2_i2_Symbiont
N1.HOG0002141	OG0003373	-		Cladocopium_Davies_comp222530_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN293521_c0_g1_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN293521_c0_g2_i1_Symbiont
N1.HOG0002142	OG0003374	-		Cladocopium_Davies_comp220292_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN440326_c3_g3_i4_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN440326_c3_g4_i2_Symbiont
N1.HOG0002143	OG0003375	-		Cladocopium_Davies_comp182435_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN169872_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN169872_c0_g1_i1_Symbiont
N1.HOG0002144	OG0003376	-		Cladocopium_Davies_comp258532_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN159975_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN159975_c0_g2_i1_Symbiont
N1.HOG0002145	OG0003377	-		Cladocopium_Davies_comp47797_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN33268_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN33268_c0_g1_i1_Symbiont
N1.HOG0002146	OG0003378	-		Cladocopium_Davies_comp172594_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN198015_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN198015_c0_g2_i1_Symbiont
N1.HOG0002147	OG0003379	-		Cladocopium_Davies_comp41111_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN136276_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN136276_c0_g2_i1_Symbiont
N1.HOG0002148	OG0003380	-		Cladocopium_Davies_comp150351_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN298204_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN298204_c0_g2_i1_Symbiont
N1.HOG0002149	OG0003381	-		Cladocopium_Davies_comp33205_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN102615_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN102615_c0_g1_i1_Symbiont
N1.HOG0002150	OG0003382	-		Cladocopium_Davies_comp115794_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN179833_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN179833_c0_g1_i1_Symbiont
N1.HOG0002151	OG0003383	-		Cladocopium_Davies_comp271831_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN164881_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN164881_c0_g2_i1_Symbiont
N1.HOG0002152	OG0003384	-		Cladocopium_Davies_comp117707_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN428113_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN428113_c0_g5_i1_Symbiont
N1.HOG0002153	OG0003385	-		Cladocopium_Davies_comp347279_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN315484_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN315484_c0_g1_i2_Symbiont
