Orthogroup	29422_past_LongestContig_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0000160	isotig03475_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16062, Siderastrea_Mexico_Barshis-Radice_Host_contig06584, Siderastrea_Mexico_Barshis-Radice_Host_contig01826, Siderastrea_Mexico_Barshis-Radice_Host_contig03243, Siderastrea_Mexico_Barshis-Radice_Host_contig11443, Siderastrea_Mexico_Barshis-Radice_Host_contig15542
OG0000161	isotig08708_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12477, Siderastrea_Mexico_Barshis-Radice_Host_contig18797, Siderastrea_Mexico_Barshis-Radice_Host_contig10061, Siderastrea_Mexico_Barshis-Radice_Host_contig17120, Siderastrea_Mexico_Barshis-Radice_Host_contig09702, Siderastrea_Mexico_Barshis-Radice_Host_contig15520
OG0000162	isotig10263_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16481, Siderastrea_Mexico_Barshis-Radice_Host_contig07007, Siderastrea_Mexico_Barshis-Radice_Host_contig02176, Siderastrea_Mexico_Barshis-Radice_Host_contig11626, Siderastrea_Mexico_Barshis-Radice_Host_contig13428, Siderastrea_Mexico_Barshis-Radice_Host_contig18004
OG0000164	isotig04768_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18376, Siderastrea_Mexico_Barshis-Radice_Host_contig17436, Siderastrea_Mexico_Barshis-Radice_Host_contig07627, Siderastrea_Mexico_Barshis-Radice_Host_contig04584, Siderastrea_Mexico_Barshis-Radice_Host_contig07696, Siderastrea_Mexico_Barshis-Radice_Host_contig17847
OG0000166	GE913817_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18438, Siderastrea_Mexico_Barshis-Radice_Host_contig13545, Siderastrea_Mexico_Barshis-Radice_Host_contig16137, Siderastrea_Mexico_Barshis-Radice_Host_contig14367, Siderastrea_Mexico_Barshis-Radice_Host_contig14479, Siderastrea_Mexico_Barshis-Radice_Host_contig18043
OG0000169	isotig28409_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18329
OG0000169	isotig03743_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05563, Siderastrea_Mexico_Barshis-Radice_Host_contig01866, Siderastrea_Mexico_Barshis-Radice_Host_contig05141, Siderastrea_Mexico_Barshis-Radice_Host_contig05005
OG0000172	isotig20586_Past, isotig00032_Past, isotig05775_Past, GE911433_Past, isotig18156_Past, isotig09610_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13343
OG0000174	GCKDGN101AM8UX_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07311
OG0000174	isotig28763_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17047
OG0000174	GE914432_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11992
OG0000175	isotig04806_Past, isotig06174_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11000
OG0000175	isotig04911_Past, isotig04708_Past, isotig18646_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14854
OG0000176	isotig28092_Past, isotig10852_Past, isotig10107_Past, isotig24804_Past, isotig13075_Past, isotig07906_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19130
OG0000177	isotig11205_Past, isotig23264_Past, isotig00067_Past, isotig08293_Past, isotig05937_Past, isotig17017_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18697
OG0000178	isotig23987_Past, isotig07719_Past, isotig03437_Past, isotig17398_Past, isotig09734_Past, isotig04552_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01169
OG0000198	GCKDGN103F1UNC_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10350, Siderastrea_Mexico_Barshis-Radice_Host_contig02866, Siderastrea_Mexico_Barshis-Radice_Host_contig10574, Siderastrea_Mexico_Barshis-Radice_Host_contig02171, Siderastrea_Mexico_Barshis-Radice_Host_contig09431
OG0000199	isotig14382_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09508, Siderastrea_Mexico_Barshis-Radice_Host_contig04154, Siderastrea_Mexico_Barshis-Radice_Host_contig03965, Siderastrea_Mexico_Barshis-Radice_Host_contig14004, Siderastrea_Mexico_Barshis-Radice_Host_contig15629
OG0000200	isotig09210_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11265
OG0000200	isotig04256_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05178, Siderastrea_Mexico_Barshis-Radice_Host_contig15034, Siderastrea_Mexico_Barshis-Radice_Host_contig08805
OG0000201	isotig15979_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12593, Siderastrea_Mexico_Barshis-Radice_Host_contig06577, Siderastrea_Mexico_Barshis-Radice_Host_contig03391, Siderastrea_Mexico_Barshis-Radice_Host_contig05671, Siderastrea_Mexico_Barshis-Radice_Host_contig16572
OG0000202	isotig27053_Past, GE910672_Past, isotig01608_Past, isotig04798_Past, isotig14034_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10039
OG0000203	isotig18151_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12522
OG0000203	GCKDGN102D4D4L_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16483, Siderastrea_Mexico_Barshis-Radice_Host_contig04515, Siderastrea_Mexico_Barshis-Radice_Host_contig06094
OG0000206	isotig08039_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18294, Siderastrea_Mexico_Barshis-Radice_Host_contig06701, Siderastrea_Mexico_Barshis-Radice_Host_contig10122
OG0000206	GCKDGN103HJ6PY_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00471
OG0000210	isotig04495_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15330
OG0000210	isotig01180_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00068
OG0000210	isotig07697_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04774
OG0000218	isotig03616_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00900, Siderastrea_Mexico_Barshis-Radice_Host_contig07197, Siderastrea_Mexico_Barshis-Radice_Host_contig12894, Siderastrea_Mexico_Barshis-Radice_Host_contig00096, Siderastrea_Mexico_Barshis-Radice_Host_contig14458
OG0000225	GE915265_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00962
OG0000225	isotig24349_Past, isotig02770_Past, isotig26092_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14999
OG0000226	isotig02020_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03923, Siderastrea_Mexico_Barshis-Radice_Host_contig05164
OG0000226	isotig13709_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18673, Siderastrea_Mexico_Barshis-Radice_Host_contig15307
OG0000229	GCKDGN103GS532_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15904, Siderastrea_Mexico_Barshis-Radice_Host_contig08700, Siderastrea_Mexico_Barshis-Radice_Host_contig03358, Siderastrea_Mexico_Barshis-Radice_Host_contig11120, Siderastrea_Mexico_Barshis-Radice_Host_contig05230
OG0000233	GCKDGN102C405Z_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11236, Siderastrea_Mexico_Barshis-Radice_Host_contig00675, Siderastrea_Mexico_Barshis-Radice_Host_contig06097, Siderastrea_Mexico_Barshis-Radice_Host_contig15005, Siderastrea_Mexico_Barshis-Radice_Host_contig12592
OG0000235	isotig11127_Past, isotig08136_Past, isotig00117_Past, isotig12110_Past, isotig13852_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16413
OG0000237	isotig30822_Past, isotig24309_Past, isotig00545_Past, isotig23366_Past, isotig22156_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12631
OG0000238	isotig01902_Past, isotig18191_Past, isotig18428_Past, isotig01734_Past, isotig15906_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11149
OG0000239	isotig07145_Past, isotig10167_Past, isotig00218_Past, GE906077_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03838, Siderastrea_Mexico_Barshis-Radice_Host_contig05302
OG0000240	isotig29962_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18114
OG0000240	isotig01534_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14908
OG0000240	isotig19228_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16759
OG0000241	isotig18950_Past, isotig02436_Past, isotig21897_Past, isotig14162_Past, isotig13768_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03806
OG0000260	GCKDGN102ET33A_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09991, Siderastrea_Mexico_Barshis-Radice_Host_contig02249, Siderastrea_Mexico_Barshis-Radice_Host_contig07813, Siderastrea_Mexico_Barshis-Radice_Host_contig02562
OG0000265	GE915119_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09437, Siderastrea_Mexico_Barshis-Radice_Host_contig17112, Siderastrea_Mexico_Barshis-Radice_Host_contig13110, Siderastrea_Mexico_Barshis-Radice_Host_contig13396
OG0000266	isotig20514_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05996, Siderastrea_Mexico_Barshis-Radice_Host_contig09131, Siderastrea_Mexico_Barshis-Radice_Host_contig16176, Siderastrea_Mexico_Barshis-Radice_Host_contig02569
OG0000267	GE911879_Past, isotig14563_Past, isotig15751_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05038, Siderastrea_Mexico_Barshis-Radice_Host_contig13231
OG0000270	isotig24376_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04971, Siderastrea_Mexico_Barshis-Radice_Host_contig16698
OG0000270	isotig13370_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11568
OG0000271	GCKDGN103G6WAP_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08667, Siderastrea_Mexico_Barshis-Radice_Host_contig12079, Siderastrea_Mexico_Barshis-Radice_Host_contig17801, Siderastrea_Mexico_Barshis-Radice_Host_contig06980
OG0000276	isotig14929_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02144, Siderastrea_Mexico_Barshis-Radice_Host_contig09907, Siderastrea_Mexico_Barshis-Radice_Host_contig10549, Siderastrea_Mexico_Barshis-Radice_Host_contig06516
OG0000277	isotig23311_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08624, Siderastrea_Mexico_Barshis-Radice_Host_contig02738, Siderastrea_Mexico_Barshis-Radice_Host_contig09058, Siderastrea_Mexico_Barshis-Radice_Host_contig19025
OG0000281	isotig04586_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10108, Siderastrea_Mexico_Barshis-Radice_Host_contig09840
OG0000281	isotig28215_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08185
OG0000282	isotig06388_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06403, Siderastrea_Mexico_Barshis-Radice_Host_contig00192, Siderastrea_Mexico_Barshis-Radice_Host_contig00061, Siderastrea_Mexico_Barshis-Radice_Host_contig16920
OG0000284	GCKDGN102DDD2X_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06436, Siderastrea_Mexico_Barshis-Radice_Host_contig00383, Siderastrea_Mexico_Barshis-Radice_Host_contig10848, Siderastrea_Mexico_Barshis-Radice_Host_contig07563
OG0000288	isotig25025_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16983, Siderastrea_Mexico_Barshis-Radice_Host_contig03457, Siderastrea_Mexico_Barshis-Radice_Host_contig13046, Siderastrea_Mexico_Barshis-Radice_Host_contig13775
OG0000293	isotig01416_Past, isotig29468_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08337, Siderastrea_Mexico_Barshis-Radice_Host_contig11917, Siderastrea_Mexico_Barshis-Radice_Host_contig18496
OG0000294	isotig01162_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12532, Siderastrea_Mexico_Barshis-Radice_Host_contig10869, Siderastrea_Mexico_Barshis-Radice_Host_contig05136, Siderastrea_Mexico_Barshis-Radice_Host_contig08102
OG0000296	isotig28926_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15037
OG0000296	isotig24562_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17790, Siderastrea_Mexico_Barshis-Radice_Host_contig00345
OG0000298	isotig00672_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11518, Siderastrea_Mexico_Barshis-Radice_Host_contig02263, Siderastrea_Mexico_Barshis-Radice_Host_contig08847, Siderastrea_Mexico_Barshis-Radice_Host_contig06581
OG0000305	isotig07194_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09887, Siderastrea_Mexico_Barshis-Radice_Host_contig16756, Siderastrea_Mexico_Barshis-Radice_Host_contig11812, Siderastrea_Mexico_Barshis-Radice_Host_contig00969
OG0000306	isotig05661_Past, isotig02058_Past, isotig09960_Past, isotig18520_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01188
OG0000307	GCKDGN103GVB3L_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11371, Siderastrea_Mexico_Barshis-Radice_Host_contig16611, Siderastrea_Mexico_Barshis-Radice_Host_contig00360, Siderastrea_Mexico_Barshis-Radice_Host_contig16786
OG0000311	isotig32634_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16155, Siderastrea_Mexico_Barshis-Radice_Host_contig18391, Siderastrea_Mexico_Barshis-Radice_Host_contig00113, Siderastrea_Mexico_Barshis-Radice_Host_contig12620
OG0000312	isotig04601_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07660
OG0000312	isotig21030_Past, isotig02642_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13608
OG0000313	isotig21689_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01340
OG0000313	isotig18131_Past, isotig01038_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18237
OG0000316	isotig28949_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02953, Siderastrea_Mexico_Barshis-Radice_Host_contig14833, Siderastrea_Mexico_Barshis-Radice_Host_contig15078, Siderastrea_Mexico_Barshis-Radice_Host_contig01418
OG0000317	isotig29850_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12810, Siderastrea_Mexico_Barshis-Radice_Host_contig09285, Siderastrea_Mexico_Barshis-Radice_Host_contig16328, Siderastrea_Mexico_Barshis-Radice_Host_contig18640
OG0000318	isotig12971_Past, isotig15426_Past, isotig08324_Past, isotig03348_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14724
OG0000319	isotig13634_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14879, Siderastrea_Mexico_Barshis-Radice_Host_contig11239, Siderastrea_Mexico_Barshis-Radice_Host_contig03161, Siderastrea_Mexico_Barshis-Radice_Host_contig09931
OG0000324	isotig16003_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02740, Siderastrea_Mexico_Barshis-Radice_Host_contig04925, Siderastrea_Mexico_Barshis-Radice_Host_contig04409, Siderastrea_Mexico_Barshis-Radice_Host_contig10736
OG0000325	isotig28023_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07270, Siderastrea_Mexico_Barshis-Radice_Host_contig10345, Siderastrea_Mexico_Barshis-Radice_Host_contig04211, Siderastrea_Mexico_Barshis-Radice_Host_contig14913
OG0000326	isotig07237_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13725, Siderastrea_Mexico_Barshis-Radice_Host_contig14047, Siderastrea_Mexico_Barshis-Radice_Host_contig18958, Siderastrea_Mexico_Barshis-Radice_Host_contig06549
OG0000329	isotig23839_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00848, Siderastrea_Mexico_Barshis-Radice_Host_contig01686, Siderastrea_Mexico_Barshis-Radice_Host_contig09555, Siderastrea_Mexico_Barshis-Radice_Host_contig12423
OG0000333	isotig03157_Past, isotig02462_Past, isotig32185_Past, isotig14805_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09258
OG0000335	isotig17936_Past, isotig19130_Past, isotig03139_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10929, Siderastrea_Mexico_Barshis-Radice_Host_contig14430
OG0000336	isotig25834_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09882, Siderastrea_Mexico_Barshis-Radice_Host_contig10567, Siderastrea_Mexico_Barshis-Radice_Host_contig17044, Siderastrea_Mexico_Barshis-Radice_Host_contig02130
OG0000337	isotig09604_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08022
OG0000337	isotig15931_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11333, Siderastrea_Mexico_Barshis-Radice_Host_contig18054
OG0000343	isotig04832_Past, isotig04352_Past, isotig26074_Past, isotig08066_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02999
OG0000344	isotig23380_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07413
OG0000344	isotig11272_Past, isotig03368_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12426
OG0000345	GE916107_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05358
OG0000345	isotig15997_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17202, Siderastrea_Mexico_Barshis-Radice_Host_contig11519
OG0000346	isotig17724_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14726, Siderastrea_Mexico_Barshis-Radice_Host_contig17018, Siderastrea_Mexico_Barshis-Radice_Host_contig08365, Siderastrea_Mexico_Barshis-Radice_Host_contig00285
OG0000347	isotig24437_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10262
OG0000347	isotig02322_Past, isotig03740_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12742
OG0000348	isotig26626_Past, isotig29634_Past, isotig03140_Past, isotig24487_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13058
OG0000351	isotig00422_Past, isotig21537_Past, isotig00527_Past, isotig11115_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03158
OG0000352	isotig29325_Past, isotig23344_Past, isotig28783_Past, isotig00951_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08659
OG0000353	isotig17901_Past, isotig32684_Past, isotig03778_Past, isotig09583_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13599
OG0000391	isotig04113_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13111, Siderastrea_Mexico_Barshis-Radice_Host_contig11633, Siderastrea_Mexico_Barshis-Radice_Host_contig11467
OG0000392	isotig03647_Past, isotig05784_Past, isotig14224_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05540
OG0000400	isotig05520_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03762, Siderastrea_Mexico_Barshis-Radice_Host_contig16385, Siderastrea_Mexico_Barshis-Radice_Host_contig14501
OG0000402	isotig11864_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07333
OG0000402	isotig00247_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12729
OG0000409	isotig03191_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03599, Siderastrea_Mexico_Barshis-Radice_Host_contig07483, Siderastrea_Mexico_Barshis-Radice_Host_contig02342
OG0000411	isotig19574_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11719
OG0000411	isotig03886_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11419
OG0000415	isotig05807_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13605, Siderastrea_Mexico_Barshis-Radice_Host_contig04140, Siderastrea_Mexico_Barshis-Radice_Host_contig18873
OG0000418	isotig04451_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12851, Siderastrea_Mexico_Barshis-Radice_Host_contig07857, Siderastrea_Mexico_Barshis-Radice_Host_contig08926
OG0000419	isotig07153_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15252, Siderastrea_Mexico_Barshis-Radice_Host_contig07855, Siderastrea_Mexico_Barshis-Radice_Host_contig07663
OG0000420	GCKDGN103G8HAR_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17333
OG0000420	isotig23799_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07853
OG0000421	isotig03350_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05965
OG0000421	isotig06024_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04053
OG0000426	isotig00901_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07829
OG0000426	isotig13979_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03423
OG0000427	isotig11523_Past, isotig03605_Past, isotig08462_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07140
OG0000429	isotig12814_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17823, Siderastrea_Mexico_Barshis-Radice_Host_contig13175, Siderastrea_Mexico_Barshis-Radice_Host_contig15342
OG0000432	isotig09576_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15170, Siderastrea_Mexico_Barshis-Radice_Host_contig11490, Siderastrea_Mexico_Barshis-Radice_Host_contig05155
OG0000433	isotig26084_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03738, Siderastrea_Mexico_Barshis-Radice_Host_contig01717, Siderastrea_Mexico_Barshis-Radice_Host_contig06116
OG0000434	isotig01046_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18912, Siderastrea_Mexico_Barshis-Radice_Host_contig03737, Siderastrea_Mexico_Barshis-Radice_Host_contig06873
OG0000435	isotig16489_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07130, Siderastrea_Mexico_Barshis-Radice_Host_contig12481, Siderastrea_Mexico_Barshis-Radice_Host_contig16112
OG0000437	isotig27210_Past, isotig17984_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13869, Siderastrea_Mexico_Barshis-Radice_Host_contig09104
OG0000439	isotig06258_Past, isotig24752_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08981, Siderastrea_Mexico_Barshis-Radice_Host_contig10019
OG0000441	isotig15213_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00115, Siderastrea_Mexico_Barshis-Radice_Host_contig18070, Siderastrea_Mexico_Barshis-Radice_Host_contig06956
OG0000442	isotig03956_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04845, Siderastrea_Mexico_Barshis-Radice_Host_contig03742, Siderastrea_Mexico_Barshis-Radice_Host_contig15054
OG0000443	isotig01202_Past, isotig08552_Past, isotig18099_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01731
OG0000444	isotig14021_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12908
OG0000444	isotig13455_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16580
OG0000445	isotig20818_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17360, Siderastrea_Mexico_Barshis-Radice_Host_contig09391, Siderastrea_Mexico_Barshis-Radice_Host_contig12313
OG0000446	isotig17234_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18805
OG0000446	isotig11375_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14984
OG0000450	isotig22602_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11032
OG0000450	isotig02030_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07148
OG0000452	isotig04025_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18887, Siderastrea_Mexico_Barshis-Radice_Host_contig04800, Siderastrea_Mexico_Barshis-Radice_Host_contig03959
OG0000454	isotig02158_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18764, Siderastrea_Mexico_Barshis-Radice_Host_contig12780, Siderastrea_Mexico_Barshis-Radice_Host_contig09833
OG0000457	isotig00467_Past, GE910186_Past, isotig19930_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01754
OG0000458	isotig04206_Past, isotig10628_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18497, Siderastrea_Mexico_Barshis-Radice_Host_contig01118
OG0000460	isotig17077_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05702, Siderastrea_Mexico_Barshis-Radice_Host_contig13069, Siderastrea_Mexico_Barshis-Radice_Host_contig04456
OG0000462	isotig06837_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10795
OG0000462	isotig07763_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15722
OG0000463	isotig13763_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15207
OG0000463	isotig29208_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10336
OG0000465	GCKDGN101BZKSR_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04476, Siderastrea_Mexico_Barshis-Radice_Host_contig07346, Siderastrea_Mexico_Barshis-Radice_Host_contig09937
OG0000473	isotig22647_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11300
OG0000473	isotig02228_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06345
OG0000481	isotig01333_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01798, Siderastrea_Mexico_Barshis-Radice_Host_contig13587, Siderastrea_Mexico_Barshis-Radice_Host_contig01628
OG0000482	isotig03822_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08691, Siderastrea_Mexico_Barshis-Radice_Host_contig13892, Siderastrea_Mexico_Barshis-Radice_Host_contig07935
OG0000484	isotig01174_Past, isotig05748_Past, isotig16504_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06226
OG0000486	isotig21901_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14987, Siderastrea_Mexico_Barshis-Radice_Host_contig02225, Siderastrea_Mexico_Barshis-Radice_Host_contig00948
OG0000488	isotig31095_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07492
OG0000488	isotig04450_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13548
OG0000489	isotig02224_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08364, Siderastrea_Mexico_Barshis-Radice_Host_contig07440, Siderastrea_Mexico_Barshis-Radice_Host_contig13130
OG0000491	isotig18623_Past, isotig08282_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01428, Siderastrea_Mexico_Barshis-Radice_Host_contig09849
OG0000494	isotig28333_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18435
OG0000494	isotig01820_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03980
OG0000498	isotig07195_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00031, Siderastrea_Mexico_Barshis-Radice_Host_contig03953, Siderastrea_Mexico_Barshis-Radice_Host_contig01844
OG0000503	isotig23797_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12796, Siderastrea_Mexico_Barshis-Radice_Host_contig17937, Siderastrea_Mexico_Barshis-Radice_Host_contig07212
OG0000504	isotig03271_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07330, Siderastrea_Mexico_Barshis-Radice_Host_contig14601, Siderastrea_Mexico_Barshis-Radice_Host_contig05052
OG0000505	isotig08989_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05793, Siderastrea_Mexico_Barshis-Radice_Host_contig11799, Siderastrea_Mexico_Barshis-Radice_Host_contig10752
OG0000506	isotig04863_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03263, Siderastrea_Mexico_Barshis-Radice_Host_contig10436, Siderastrea_Mexico_Barshis-Radice_Host_contig14700
OG0000508	isotig29157_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15614, Siderastrea_Mexico_Barshis-Radice_Host_contig10375, Siderastrea_Mexico_Barshis-Radice_Host_contig09283
OG0000509	isotig01450_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15489, Siderastrea_Mexico_Barshis-Radice_Host_contig09669, Siderastrea_Mexico_Barshis-Radice_Host_contig04637
OG0000510	isotig03709_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10107
OG0000510	isotig09514_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12841
OG0000511	isotig04063_Past, isotig23075_Past, isotig21078_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04116
