"","isotig","gene","orthogroup","gene_Sid"
"395","isotig05314_Ppor","isogroup03582_Ppor","N0.HOG0002274","Siderastrea_Mexico_Barshis-Radice_Host_contig11211"
"396","isotig05329_Ppor","isogroup03597_Ppor","N0.HOG0001955","Siderastrea_Mexico_Barshis-Radice_Host_contig05873"
"397","isotig05339_Ppor","isogroup03607_Ppor","N0.HOG0002392","Siderastrea_Mexico_Barshis-Radice_Host_contig06675"
"398","isotig05355_Ppor","isogroup03623_Ppor","N0.HOG0002167","Siderastrea_Mexico_Barshis-Radice_Host_contig12610"
"399","isotig05366_Ppor","isogroup03634_Ppor","N0.HOG0003428","Siderastrea_Mexico_Barshis-Radice_Host_contig04361"
"400","isotig05368_Ppor","isogroup03636_Ppor","N0.HOG0002322","Siderastrea_Mexico_Barshis-Radice_Host_contig10169"
"401","isotig05384_Ppor","isogroup03652_Ppor","N0.HOG0003405","Siderastrea_Mexico_Barshis-Radice_Host_contig00691"
"402","isotig05395_Ppor","isogroup03663_Ppor","N0.HOG0002871","Siderastrea_Mexico_Barshis-Radice_Host_contig16358"
"403","isotig05408_Ppor","isogroup03676_Ppor","N0.HOG0001443","Siderastrea_Mexico_Barshis-Radice_Host_contig10800"
"404","isotig05409_Ppor","isogroup03677_Ppor","N0.HOG0001573","Siderastrea_Mexico_Barshis-Radice_Host_contig04167"
"405","isotig05439_Ppor","isogroup03707_Ppor","N0.HOG0001672","Siderastrea_Mexico_Barshis-Radice_Host_contig06434"
"406","isotig05444_Ppor","isogroup03712_Ppor","N0.HOG0002161","Siderastrea_Mexico_Barshis-Radice_Host_contig11634"
"407","isotig05452_Ppor","isogroup03720_Ppor","N0.HOG0003291","Siderastrea_Mexico_Barshis-Radice_Host_contig12192"
"408","isotig05458_Ppor","isogroup03726_Ppor","N0.HOG0003390","Siderastrea_Mexico_Barshis-Radice_Host_contig17366"
"409","isotig05474_Ppor","isogroup03742_Ppor","N0.HOG0002315","Siderastrea_Mexico_Barshis-Radice_Host_contig12242"
"410","isotig05517_Ppor","isogroup03785_Ppor","N0.HOG0002702","Siderastrea_Mexico_Barshis-Radice_Host_contig13386"
"411","isotig05521_Ppor","isogroup03789_Ppor","N0.HOG0002988","Siderastrea_Mexico_Barshis-Radice_Host_contig11383"
"412","isotig05530_Ppor","isogroup03798_Ppor","N0.HOG0002397","Siderastrea_Mexico_Barshis-Radice_Host_contig07576"
"413","isotig05537_Ppor","isogroup03805_Ppor","N0.HOG0002546","Siderastrea_Mexico_Barshis-Radice_Host_contig06774"
"414","isotig05550_Ppor","isogroup03818_Ppor","N0.HOG0001732","Siderastrea_Mexico_Barshis-Radice_Host_contig03477"
"415","isotig05598_Ppor","isogroup03866_Ppor","N0.HOG0002458","Siderastrea_Mexico_Barshis-Radice_Host_contig05537"
"416","isotig05600_Ppor","isogroup03868_Ppor","N0.HOG0002797","Siderastrea_Mexico_Barshis-Radice_Host_contig13830"
"417","isotig05603_Ppor","isogroup03871_Ppor","N0.HOG0002803","Siderastrea_Mexico_Barshis-Radice_Host_contig11888"
"418","isotig05610_Ppor","isogroup03878_Ppor","N0.HOG0003012","Siderastrea_Mexico_Barshis-Radice_Host_contig09746"
"419","isotig05627_Ppor","isogroup03895_Ppor","N0.HOG0001511","Siderastrea_Mexico_Barshis-Radice_Host_contig03186"
"420","isotig05640_Ppor","isogroup03908_Ppor","N0.HOG0001858","Siderastrea_Mexico_Barshis-Radice_Host_contig10059"
"421","isotig05644_Ppor","isogroup03912_Ppor","N0.HOG0002046","Siderastrea_Mexico_Barshis-Radice_Host_contig00772"
"422","isotig05655_Ppor","isogroup03923_Ppor","N0.HOG0002987","Siderastrea_Mexico_Barshis-Radice_Host_contig03703"
"423","isotig05667_Ppor","isogroup03935_Ppor","N0.HOG0002759","Siderastrea_Mexico_Barshis-Radice_Host_contig07050"
"424","isotig05669_Ppor","isogroup03937_Ppor","N0.HOG0003526","Siderastrea_Mexico_Barshis-Radice_Host_contig16748"
"425","isotig05670_Ppor","isogroup03938_Ppor","N0.HOG0003406","Siderastrea_Mexico_Barshis-Radice_Host_contig08321"
"426","isotig05686_Ppor","isogroup03954_Ppor","N0.HOG0001779","Siderastrea_Mexico_Barshis-Radice_Host_contig02658"
"427","isotig05701_Ppor","isogroup03969_Ppor","N0.HOG0001755","Siderastrea_Mexico_Barshis-Radice_Host_contig09380"
"428","isotig05705_Ppor","isogroup03973_Ppor","N0.HOG0003274","Siderastrea_Mexico_Barshis-Radice_Host_contig03635"
"429","isotig05710_Ppor","isogroup03978_Ppor","N0.HOG0003434","Siderastrea_Mexico_Barshis-Radice_Host_contig19205"
"430","isotig05720_Ppor","isogroup03988_Ppor","N0.HOG0002874","Siderastrea_Mexico_Barshis-Radice_Host_contig06058"
"431","isotig05735_Ppor","isogroup04003_Ppor","N0.HOG0003371","Siderastrea_Mexico_Barshis-Radice_Host_contig16610"
"432","isotig05768_Ppor","isogroup04036_Ppor","N0.HOG0001403","Siderastrea_Mexico_Barshis-Radice_Host_contig02782"
"433","isotig05769_Ppor","isogroup04037_Ppor","N0.HOG0001889","Siderastrea_Mexico_Barshis-Radice_Host_contig06195"
"434","isotig05773_Ppor","isogroup04041_Ppor","N0.HOG0003460","Siderastrea_Mexico_Barshis-Radice_Host_contig07482"
"435","isotig05774_Ppor","isogroup04042_Ppor","N0.HOG0002183","Siderastrea_Mexico_Barshis-Radice_Host_contig17936"
"436","isotig05778_Ppor","isogroup04046_Ppor","N0.HOG0000647","Siderastrea_Mexico_Barshis-Radice_Host_contig15975"
"437","isotig05795_Ppor","isogroup04063_Ppor","N0.HOG0002955","Siderastrea_Mexico_Barshis-Radice_Host_contig15965"
"438","isotig05797_Ppor","isogroup04065_Ppor","N0.HOG0002824","Siderastrea_Mexico_Barshis-Radice_Host_contig02597"
"439","isotig05798_Ppor","isogroup04066_Ppor","N0.HOG0003221","Siderastrea_Mexico_Barshis-Radice_Host_contig05952"
"440","isotig05799_Ppor","isogroup04067_Ppor","N0.HOG0003232","Siderastrea_Mexico_Barshis-Radice_Host_contig13143"
"441","isotig05800_Ppor","isogroup04068_Ppor","N0.HOG0002599","Siderastrea_Mexico_Barshis-Radice_Host_contig16219"
"442","isotig05817_Ppor","isogroup04085_Ppor","N0.HOG0003560","Siderastrea_Mexico_Barshis-Radice_Host_contig08584"
"443","isotig05826_Ppor","isogroup04094_Ppor","N0.HOG0002495","Siderastrea_Mexico_Barshis-Radice_Host_contig09221"
"444","isotig05830_Ppor","isogroup04098_Ppor","N0.HOG0001907","Siderastrea_Mexico_Barshis-Radice_Host_contig11461"
"445","isotig05832_Ppor","isogroup04100_Ppor","N0.HOG0002356","Siderastrea_Mexico_Barshis-Radice_Host_contig12658"
"446","isotig05833_Ppor","isogroup04101_Ppor","N0.HOG0002682","Siderastrea_Mexico_Barshis-Radice_Host_contig03204"
"447","isotig05844_Ppor","isogroup04112_Ppor","N0.HOG0002297","Siderastrea_Mexico_Barshis-Radice_Host_contig00618"
"448","isotig05856_Ppor","isogroup04124_Ppor","N0.HOG0001533","Siderastrea_Mexico_Barshis-Radice_Host_contig04243"
"449","isotig05861_Ppor","isogroup04129_Ppor","N0.HOG0002647","Siderastrea_Mexico_Barshis-Radice_Host_contig10712"
"450","isotig05862_Ppor","isogroup04130_Ppor","N0.HOG0002884","Siderastrea_Mexico_Barshis-Radice_Host_contig10603"
"451","isotig05891_Ppor","isogroup04159_Ppor","N0.HOG0003283","Siderastrea_Mexico_Barshis-Radice_Host_contig00852"
"452","isotig05898_Ppor","isogroup04166_Ppor","N0.HOG0003104","Siderastrea_Mexico_Barshis-Radice_Host_contig09717"
"453","isotig05900_Ppor","isogroup04168_Ppor","N0.HOG0002944","Siderastrea_Mexico_Barshis-Radice_Host_contig16085"
"454","isotig05908_Ppor","isogroup04176_Ppor","N0.HOG0002764","Siderastrea_Mexico_Barshis-Radice_Host_contig11148"
"455","isotig05910_Ppor","isogroup04178_Ppor","N0.HOG0001433","Siderastrea_Mexico_Barshis-Radice_Host_contig01948"
"456","isotig05923_Ppor","isogroup04191_Ppor","N0.HOG0001612","Siderastrea_Mexico_Barshis-Radice_Host_contig00193"
"457","isotig05925_Ppor","isogroup04193_Ppor","N0.HOG0001963","Siderastrea_Mexico_Barshis-Radice_Host_contig08346"
"458","isotig05930_Ppor","isogroup04198_Ppor","N0.HOG0001465","Siderastrea_Mexico_Barshis-Radice_Host_contig01123"
"459","isotig05960_Ppor","isogroup04228_Ppor","N0.HOG0003125","Siderastrea_Mexico_Barshis-Radice_Host_contig18055"
"460","isotig05979_Ppor","isogroup04247_Ppor","N0.HOG0002150","Siderastrea_Mexico_Barshis-Radice_Host_contig13706"
"461","isotig05981_Ppor","isogroup04249_Ppor","N0.HOG0003473","Siderastrea_Mexico_Barshis-Radice_Host_contig10783"
"462","isotig06001_Ppor","isogroup04269_Ppor","N0.HOG0002619","Siderastrea_Mexico_Barshis-Radice_Host_contig10679"
"463","isotig06005_Ppor","isogroup04273_Ppor","N0.HOG0002451","Siderastrea_Mexico_Barshis-Radice_Host_contig08615"
"464","isotig06024_Ppor","isogroup04292_Ppor","N0.HOG0000521","Siderastrea_Mexico_Barshis-Radice_Host_contig04053"
"465","isotig06073_Ppor","isogroup04341_Ppor","N0.HOG0002555","Siderastrea_Mexico_Barshis-Radice_Host_contig13642"
"466","isotig06077_Ppor","isogroup04345_Ppor","N0.HOG0003093","Siderastrea_Mexico_Barshis-Radice_Host_contig17026"
"467","isotig06081_Ppor","isogroup04349_Ppor","N0.HOG0003481","Siderastrea_Mexico_Barshis-Radice_Host_contig01324"
"468","isotig06088_Ppor","isogroup04356_Ppor","N0.HOG0001995","Siderastrea_Mexico_Barshis-Radice_Host_contig10985"
"469","isotig06089_Ppor","isogroup04357_Ppor","N0.HOG0002358","Siderastrea_Mexico_Barshis-Radice_Host_contig06139"
"470","isotig06090_Ppor","isogroup04358_Ppor","N0.HOG0003149","Siderastrea_Mexico_Barshis-Radice_Host_contig03548"
"471","isotig06092_Ppor","isogroup04360_Ppor","N0.HOG0003241","Siderastrea_Mexico_Barshis-Radice_Host_contig09928"
"472","isotig06097_Ppor","isogroup04365_Ppor","N0.HOG0002595","Siderastrea_Mexico_Barshis-Radice_Host_contig12902"
"473","isotig06101_Ppor","isogroup04369_Ppor","N0.HOG0002536","Siderastrea_Mexico_Barshis-Radice_Host_contig11316"
"474","isotig06102_Ppor","isogroup04370_Ppor","N0.HOG0002045","Siderastrea_Mexico_Barshis-Radice_Host_contig09095"
"475","isotig06119_Ppor","isogroup04387_Ppor","N0.HOG0002051","Siderastrea_Mexico_Barshis-Radice_Host_contig02956"
"476","isotig06173_Ppor","isogroup04441_Ppor","N0.HOG0003114","Siderastrea_Mexico_Barshis-Radice_Host_contig04684"
"477","isotig06186_Ppor","isogroup04454_Ppor","N0.HOG0002634","Siderastrea_Mexico_Barshis-Radice_Host_contig03322"
"478","isotig06191_Ppor","isogroup04459_Ppor","N0.HOG0003216","Siderastrea_Mexico_Barshis-Radice_Host_contig12906"
"479","isotig06202_Ppor","isogroup04470_Ppor","N0.HOG0001856","Siderastrea_Mexico_Barshis-Radice_Host_contig08108"
"480","isotig06205_Ppor","isogroup04473_Ppor","N0.HOG0002869","Siderastrea_Mexico_Barshis-Radice_Host_contig15528"
"481","isotig06214_Ppor","isogroup04482_Ppor","N0.HOG0001616","Siderastrea_Mexico_Barshis-Radice_Host_contig03257"
"482","isotig06227_Ppor","isogroup04495_Ppor","N0.HOG0003562","Siderastrea_Mexico_Barshis-Radice_Host_contig15730"
"483","isotig06250_Ppor","isogroup04518_Ppor","N0.HOG0003576","Siderastrea_Mexico_Barshis-Radice_Host_contig18734"
"484","isotig06285_Ppor","isogroup04553_Ppor","N0.HOG0002027","Siderastrea_Mexico_Barshis-Radice_Host_contig04672"
"485","isotig06300_Ppor","isogroup04568_Ppor","N0.HOG0003051","Siderastrea_Mexico_Barshis-Radice_Host_contig07359"
"486","isotig06316_Ppor","isogroup04584_Ppor","N0.HOG0002064","Siderastrea_Mexico_Barshis-Radice_Host_contig03570"
"487","isotig06321_Ppor","isogroup04589_Ppor","N0.HOG0003621","Siderastrea_Mexico_Barshis-Radice_Host_contig18853"
"488","isotig06331_Ppor","isogroup04599_Ppor","N0.HOG0001871","Siderastrea_Mexico_Barshis-Radice_Host_contig13431"
"489","isotig06332_Ppor","isogroup04600_Ppor","N0.HOG0002062","Siderastrea_Mexico_Barshis-Radice_Host_contig06125"
"490","isotig06343_Ppor","isogroup04611_Ppor","N0.HOG0003429","Siderastrea_Mexico_Barshis-Radice_Host_contig11189"
"491","isotig06347_Ppor","isogroup04615_Ppor","N0.HOG0002774","Siderastrea_Mexico_Barshis-Radice_Host_contig18396"
"492","isotig06372_Ppor","isogroup04640_Ppor","N0.HOG0002563","Siderastrea_Mexico_Barshis-Radice_Host_contig01527"
"493","isotig06415_Ppor","isogroup04683_Ppor","N0.HOG0000026","Siderastrea_Mexico_Barshis-Radice_Host_contig05747"
"494","isotig06428_Ppor","isogroup04696_Ppor","N0.HOG0003451","Siderastrea_Mexico_Barshis-Radice_Host_contig14370"
"495","isotig06433_Ppor","isogroup04701_Ppor","N0.HOG0002010","Siderastrea_Mexico_Barshis-Radice_Host_contig10155"
"496","isotig06461_Ppor","isogroup04729_Ppor","N0.HOG0003262","Siderastrea_Mexico_Barshis-Radice_Host_contig03289"
"497","isotig06466_Ppor","isogroup04734_Ppor","N0.HOG0001968","Siderastrea_Mexico_Barshis-Radice_Host_contig08698"
"498","isotig06490_Ppor","isogroup04758_Ppor","N0.HOG0002237","Siderastrea_Mexico_Barshis-Radice_Host_contig05768"
"499","isotig06493_Ppor","isogroup04761_Ppor","N0.HOG0003393","Siderastrea_Mexico_Barshis-Radice_Host_contig00794"
"500","isotig06499_Ppor","isogroup04767_Ppor","N0.HOG0003514","Siderastrea_Mexico_Barshis-Radice_Host_contig17097"
"501","isotig06509_Ppor","isogroup04777_Ppor","N0.HOG0003350","Siderastrea_Mexico_Barshis-Radice_Host_contig16368"
"502","isotig06527_Ppor","isogroup04795_Ppor","N0.HOG0003400","Siderastrea_Mexico_Barshis-Radice_Host_contig05907"
"503","isotig06530_Ppor","isogroup04798_Ppor","N0.HOG0003453","Siderastrea_Mexico_Barshis-Radice_Host_contig18864"
"504","isotig06543_Ppor","isogroup04811_Ppor","N0.HOG0002124","Siderastrea_Mexico_Barshis-Radice_Host_contig06871"
"505","isotig06549_Ppor","isogroup04817_Ppor","N0.HOG0002778","Siderastrea_Mexico_Barshis-Radice_Host_contig05102"
"506","isotig06556_Ppor","isogroup04824_Ppor","N0.HOG0003231","Siderastrea_Mexico_Barshis-Radice_Host_contig11191"
"507","isotig06562_Ppor","isogroup04830_Ppor","N0.HOG0002218","Siderastrea_Mexico_Barshis-Radice_Host_contig17727"
"508","isotig06574_Ppor","isogroup04842_Ppor","N0.HOG0001542","Siderastrea_Mexico_Barshis-Radice_Host_contig17243"
"509","isotig06592_Ppor","isogroup04860_Ppor","N0.HOG0003198","Siderastrea_Mexico_Barshis-Radice_Host_contig11044"
"510","isotig06594_Ppor","isogroup04862_Ppor","N0.HOG0002478","Siderastrea_Mexico_Barshis-Radice_Host_contig05067"
"511","isotig06597_Ppor","isogroup04865_Ppor","N0.HOG0002349","Siderastrea_Mexico_Barshis-Radice_Host_contig10655"
"512","isotig06612_Ppor","isogroup04880_Ppor","N0.HOG0002731","Siderastrea_Mexico_Barshis-Radice_Host_contig05330"
"513","isotig06619_Ppor","isogroup04887_Ppor","N0.HOG0003589","Siderastrea_Mexico_Barshis-Radice_Host_contig17843"
"514","isotig06690_Ppor","isogroup04958_Ppor","N0.HOG0001547","Siderastrea_Mexico_Barshis-Radice_Host_contig11716"
"515","isotig06713_Ppor","isogroup04981_Ppor","N0.HOG0002643","Siderastrea_Mexico_Barshis-Radice_Host_contig11849"
"516","isotig06716_Ppor","isogroup04984_Ppor","N0.HOG0002479","Siderastrea_Mexico_Barshis-Radice_Host_contig13664"
"517","isotig06733_Ppor","isogroup05001_Ppor","N0.HOG0002571","Siderastrea_Mexico_Barshis-Radice_Host_contig04841"
"518","isotig06747_Ppor","isogroup05015_Ppor","N0.HOG0002433","Siderastrea_Mexico_Barshis-Radice_Host_contig04232"
"519","isotig06769_Ppor","isogroup05037_Ppor","N0.HOG0003367","Siderastrea_Mexico_Barshis-Radice_Host_contig16772"
"520","isotig06771_Ppor","isogroup05039_Ppor","N0.HOG0000058","Siderastrea_Mexico_Barshis-Radice_Host_contig04016"
"521","isotig06798_Ppor","isogroup05066_Ppor","N0.HOG0001967","Siderastrea_Mexico_Barshis-Radice_Host_contig06839"
"522","isotig06814_Ppor","isogroup05082_Ppor","N0.HOG0002959","Siderastrea_Mexico_Barshis-Radice_Host_contig08352"
"523","isotig06822_Ppor","isogroup05090_Ppor","N0.HOG0002588","Siderastrea_Mexico_Barshis-Radice_Host_contig15756"
"524","isotig06837_Ppor","isogroup05105_Ppor","N0.HOG0000566","Siderastrea_Mexico_Barshis-Radice_Host_contig10795"
"525","isotig06839_Ppor","isogroup05107_Ppor","N0.HOG0002789","Siderastrea_Mexico_Barshis-Radice_Host_contig11709"
"526","isotig06845_Ppor","isogroup05113_Ppor","N0.HOG0002035","Siderastrea_Mexico_Barshis-Radice_Host_contig08368"
"527","isotig06852_Ppor","isogroup05120_Ppor","N0.HOG0002549","Siderastrea_Mexico_Barshis-Radice_Host_contig09196"
"528","isotig06868_Ppor","isogroup05136_Ppor","N0.HOG0002832","Siderastrea_Mexico_Barshis-Radice_Host_contig09982"
"529","isotig06878_Ppor","isogroup05146_Ppor","N0.HOG0002503","Siderastrea_Mexico_Barshis-Radice_Host_contig05525"
"530","isotig06890_Ppor","isogroup05158_Ppor","N0.HOG0003061","Siderastrea_Mexico_Barshis-Radice_Host_contig01197"
"531","isotig06898_Ppor","isogroup05166_Ppor","N0.HOG0003618","Siderastrea_Mexico_Barshis-Radice_Host_contig15111"
"532","isotig06920_Ppor","isogroup05188_Ppor","N0.HOG0001722","Siderastrea_Mexico_Barshis-Radice_Host_contig10461"
"533","isotig06926_Ppor","isogroup05194_Ppor","N0.HOG0002864","Siderastrea_Mexico_Barshis-Radice_Host_contig15693"
"534","isotig06930_Ppor","isogroup05198_Ppor","N0.HOG0002820","Siderastrea_Mexico_Barshis-Radice_Host_contig17834"
"535","isotig06944_Ppor","isogroup05212_Ppor","N0.HOG0002700","Siderastrea_Mexico_Barshis-Radice_Host_contig02516"
"536","isotig06968_Ppor","isogroup05236_Ppor","N0.HOG0002404","Siderastrea_Mexico_Barshis-Radice_Host_contig12809"
"537","isotig06972_Ppor","isogroup05240_Ppor","N0.HOG0003003","Siderastrea_Mexico_Barshis-Radice_Host_contig06406"
"538","isotig06975_Ppor","isogroup05243_Ppor","N0.HOG0002901","Siderastrea_Mexico_Barshis-Radice_Host_contig01705"
"539","isotig06983_Ppor","isogroup05251_Ppor","N0.HOG0002879","Siderastrea_Mexico_Barshis-Radice_Host_contig14780"
"540","isotig06989_Ppor","isogroup05257_Ppor","N0.HOG0001498","Siderastrea_Mexico_Barshis-Radice_Host_contig04792"
"541","isotig07006_Ppor","isogroup05274_Ppor","N0.HOG0001578","Siderastrea_Mexico_Barshis-Radice_Host_contig06455"
"542","isotig07013_Ppor","isogroup05281_Ppor","N0.HOG0003249","Siderastrea_Mexico_Barshis-Radice_Host_contig14478"
"543","isotig07038_Ppor","isogroup05306_Ppor","N0.HOG0003267","Siderastrea_Mexico_Barshis-Radice_Host_contig04425"
"544","isotig07045_Ppor","isogroup05313_Ppor","N0.HOG0002129","Siderastrea_Mexico_Barshis-Radice_Host_contig15251"
"545","isotig07062_Ppor","isogroup05330_Ppor","N0.HOG0002091","Siderastrea_Mexico_Barshis-Radice_Host_contig14720"
"546","isotig07091_Ppor","isogroup05359_Ppor","N0.HOG0002454","Siderastrea_Mexico_Barshis-Radice_Host_contig07750"
"547","isotig07121_Ppor","isogroup05389_Ppor","N0.HOG0003345","Siderastrea_Mexico_Barshis-Radice_Host_contig15673"
"548","isotig07148_Ppor","isogroup05416_Ppor","N0.HOG0001993","Siderastrea_Mexico_Barshis-Radice_Host_contig12160"
"549","isotig07151_Ppor","isogroup05419_Ppor","N0.HOG0002958","Siderastrea_Mexico_Barshis-Radice_Host_contig01519"
"550","isotig07186_Ppor","isogroup05454_Ppor","N0.HOG0003179","Siderastrea_Mexico_Barshis-Radice_Host_contig12818"
"551","isotig07201_Ppor","isogroup05469_Ppor","N0.HOG0003488","Siderastrea_Mexico_Barshis-Radice_Host_contig16225"
"552","isotig07213_Ppor","isogroup05481_Ppor","N0.HOG0001564","Siderastrea_Mexico_Barshis-Radice_Host_contig15604"
"553","isotig07219_Ppor","isogroup05487_Ppor","N0.HOG0002148","Siderastrea_Mexico_Barshis-Radice_Host_contig11963"
"554","isotig07224_Ppor","isogroup05492_Ppor","N0.HOG0002782","Siderastrea_Mexico_Barshis-Radice_Host_contig12948"
"555","isotig07234_Ppor","isogroup05502_Ppor","N0.HOG0002581","Siderastrea_Mexico_Barshis-Radice_Host_contig17550"
"556","isotig07249_Ppor","isogroup05517_Ppor","N0.HOG0003458","Siderastrea_Mexico_Barshis-Radice_Host_contig02918"
"557","isotig07284_Ppor","isogroup05552_Ppor","N0.HOG0001901","Siderastrea_Mexico_Barshis-Radice_Host_contig04590"
"558","isotig07302_Ppor","isogroup05570_Ppor","N0.HOG0003457","Siderastrea_Mexico_Barshis-Radice_Host_contig09108"
"559","isotig07317_Ppor","isogroup05585_Ppor","N0.HOG0002065","Siderastrea_Mexico_Barshis-Radice_Host_contig17518"
"560","isotig07369_Ppor","isogroup05637_Ppor","N0.HOG0003408","Siderastrea_Mexico_Barshis-Radice_Host_contig05555"
"561","isotig07399_Ppor","isogroup05667_Ppor","N0.HOG0000642","Siderastrea_Mexico_Barshis-Radice_Host_contig12801"
"562","isotig07412_Ppor","isogroup05680_Ppor","N0.HOG0002584","Siderastrea_Mexico_Barshis-Radice_Host_contig03632"
"563","isotig07429_Ppor","isogroup05697_Ppor","N0.HOG0002671","Siderastrea_Mexico_Barshis-Radice_Host_contig07785"
"564","isotig07465_Ppor","isogroup05733_Ppor","N0.HOG0003028","Siderastrea_Mexico_Barshis-Radice_Host_contig07633"
"565","isotig07479_Ppor","isogroup05747_Ppor","N0.HOG0003245","Siderastrea_Mexico_Barshis-Radice_Host_contig10384"
"566","isotig07501_Ppor","isogroup05769_Ppor","N0.HOG0003577","Siderastrea_Mexico_Barshis-Radice_Host_contig18735"
"567","isotig07515_Ppor","isogroup05783_Ppor","N0.HOG0001951","Siderastrea_Mexico_Barshis-Radice_Host_contig11077"
"568","isotig07522_Ppor","isogroup05790_Ppor","N0.HOG0003203","Siderastrea_Mexico_Barshis-Radice_Host_contig00313"
"569","isotig07528_Ppor","isogroup05796_Ppor","N0.HOG0000684","Siderastrea_Mexico_Barshis-Radice_Host_contig03522"
"570","isotig07536_Ppor","isogroup05804_Ppor","N0.HOG0002567","Siderastrea_Mexico_Barshis-Radice_Host_contig08446"
"571","isotig07540_Ppor","isogroup05808_Ppor","N0.HOG0003416","Siderastrea_Mexico_Barshis-Radice_Host_contig10662"
"572","isotig07546_Ppor","isogroup05814_Ppor","N0.HOG0002951","Siderastrea_Mexico_Barshis-Radice_Host_contig02084"
"573","isotig07590_Ppor","isogroup05858_Ppor","N0.HOG0002399","Siderastrea_Mexico_Barshis-Radice_Host_contig13576"
"574","isotig07605_Ppor","isogroup05873_Ppor","N0.HOG0003620","Siderastrea_Mexico_Barshis-Radice_Host_contig13537"
"575","isotig07612_Ppor","isogroup05880_Ppor","N0.HOG0002160","Siderastrea_Mexico_Barshis-Radice_Host_contig11632"
"576","isotig07656_Ppor","isogroup05924_Ppor","N0.HOG0002966","Siderastrea_Mexico_Barshis-Radice_Host_contig08471"
"577","isotig07690_Ppor","isogroup05958_Ppor","N0.HOG0002586","Siderastrea_Mexico_Barshis-Radice_Host_contig05453"
"578","isotig07697_Ppor","isogroup05965_Ppor","N0.HOG0000293","Siderastrea_Mexico_Barshis-Radice_Host_contig04774"
"579","isotig07707_Ppor","isogroup05975_Ppor","N0.HOG0001676","Siderastrea_Mexico_Barshis-Radice_Host_contig02521"
"580","isotig07711_Ppor","isogroup05979_Ppor","N0.HOG0002931","Siderastrea_Mexico_Barshis-Radice_Host_contig18038"
"581","isotig07713_Ppor","isogroup05981_Ppor","N0.HOG0002063","Siderastrea_Mexico_Barshis-Radice_Host_contig03576"
"582","isotig07725_Ppor","isogroup05993_Ppor","N0.HOG0001665","Siderastrea_Mexico_Barshis-Radice_Host_contig09635"
"583","isotig07736_Ppor","isogroup06004_Ppor","N0.HOG0002437","Siderastrea_Mexico_Barshis-Radice_Host_contig14157"
"584","isotig07748_Ppor","isogroup06016_Ppor","N0.HOG0002787","Siderastrea_Mexico_Barshis-Radice_Host_contig02578"
"585","isotig07763_Ppor","isogroup06031_Ppor","N0.HOG0000567","Siderastrea_Mexico_Barshis-Radice_Host_contig15722"
"586","isotig07767_Ppor","isogroup06035_Ppor","N0.HOG0002779","Siderastrea_Mexico_Barshis-Radice_Host_contig05101"
"587","isotig07777_Ppor","isogroup06045_Ppor","N0.HOG0002984","Siderastrea_Mexico_Barshis-Radice_Host_contig06397"
"588","isotig07780_Ppor","isogroup06048_Ppor","N0.HOG0002257","Siderastrea_Mexico_Barshis-Radice_Host_contig10637"
"589","isotig07815_Ppor","isogroup06083_Ppor","N0.HOG0003155","Siderastrea_Mexico_Barshis-Radice_Host_contig11598"
"590","isotig07838_Ppor","isogroup06106_Ppor","N0.HOG0002751","Siderastrea_Mexico_Barshis-Radice_Host_contig04882"
"591","isotig07858_Ppor","isogroup06126_Ppor","N0.HOG0002676","Siderastrea_Mexico_Barshis-Radice_Host_contig04782"
"592","isotig07872_Ppor","isogroup06140_Ppor","N0.HOG0001435","Siderastrea_Mexico_Barshis-Radice_Host_contig02363"
"593","isotig07883_Ppor","isogroup06151_Ppor","N0.HOG0003107","Siderastrea_Mexico_Barshis-Radice_Host_contig16976"
"594","isotig07889_Ppor","isogroup06157_Ppor","N0.HOG0003568","Siderastrea_Mexico_Barshis-Radice_Host_contig13964"
"595","isotig07908_Ppor","isogroup06176_Ppor","N0.HOG0002016","Siderastrea_Mexico_Barshis-Radice_Host_contig03495"
"596","isotig07934_Ppor","isogroup06202_Ppor","N0.HOG0001892","Siderastrea_Mexico_Barshis-Radice_Host_contig14819"
"597","isotig07955_Ppor","isogroup06223_Ppor","N0.HOG0002348","Siderastrea_Mexico_Barshis-Radice_Host_contig07065"
"598","isotig08024_Ppor","isogroup06292_Ppor","N0.HOG0002266","Siderastrea_Mexico_Barshis-Radice_Host_contig08329"
"599","isotig08044_Ppor","isogroup06312_Ppor","N0.HOG0003541","Siderastrea_Mexico_Barshis-Radice_Host_contig03620"
"600","isotig08087_Ppor","isogroup06355_Ppor","N0.HOG0001399","Siderastrea_Mexico_Barshis-Radice_Host_contig11541"
"601","isotig08109_Ppor","isogroup06377_Ppor","N0.HOG0002688","Siderastrea_Mexico_Barshis-Radice_Host_contig05098"
"602","isotig08170_Ppor","isogroup06438_Ppor","N0.HOG0002387","Siderastrea_Mexico_Barshis-Radice_Host_contig00671"
"603","isotig08227_Ppor","isogroup06495_Ppor","N0.HOG0001608","Siderastrea_Mexico_Barshis-Radice_Host_contig14596"
"604","isotig08231_Ppor","isogroup06499_Ppor","N0.HOG0003497","Siderastrea_Mexico_Barshis-Radice_Host_contig07221"
"605","isotig08248_Ppor","isogroup06516_Ppor","N0.HOG0002527","Siderastrea_Mexico_Barshis-Radice_Host_contig01990"
