"","orthogroup","gene.Sid","isotig.Past","gene.Past"
"501","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig00510","isotig09245_Past","isogroup07513_Past"
"502","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig00510","isotig17444_Past","isogroup15712_Past"
"503","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig00510","isotig19805_Past","isogroup18073_Past"
"504","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig00510","isotig22620_Past","isogroup20888_Past"
"505","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig00510","isotig24623_Past","isogroup22891_Past"
"506","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig00510","isotig25901_Past","isogroup24169_Past"
"507","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig00510","isotig32442_Past","isogroup30710_Past"
"508","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig02055_Past","isogroup00860_Past"
"509","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig03724_Past","isogroup01992_Past"
"510","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig05575_Past","isogroup03843_Past"
"511","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig07384_Past","isogroup05652_Past"
"512","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig07396_Past","isogroup05664_Past"
"513","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig09245_Past","isogroup07513_Past"
"514","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig17444_Past","isogroup15712_Past"
"515","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig19805_Past","isogroup18073_Past"
"516","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig22620_Past","isogroup20888_Past"
"517","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig24623_Past","isogroup22891_Past"
"518","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig25901_Past","isogroup24169_Past"
"519","N0.HOG0000042","Siderastrea_Mexico_Barshis-Radice_Host_contig17881","isotig32442_Past","isogroup30710_Past"
"520","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig00620_Past","isogroup00166_Past"
"521","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig00955_Past","isogroup00306_Past"
"522","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig01400_Past","isogroup00533_Past"
"523","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig02364_Past","isogroup01015_Past"
"524","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig04791_Past","isogroup03059_Past"
"525","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig05008_Past","isogroup03276_Past"
"526","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig06015_Past","isogroup04283_Past"
"527","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig06882_Past","isogroup05150_Past"
"528","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig07176_Past","isogroup05444_Past"
"529","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig14719_Past","isogroup12987_Past"
"530","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig16424_Past","isogroup14692_Past"
"531","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig17681_Past","isogroup15949_Past"
"532","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig17825_Past","isogroup16093_Past"
"533","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig18518_Past","isogroup16786_Past"
"534","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig21563_Past","isogroup19831_Past"
"535","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig24043_Past","isogroup22311_Past"
"536","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig24360_Past","isogroup22628_Past"
"537","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig24415_Past","isogroup22683_Past"
"538","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig24796_Past","isogroup23064_Past"
"539","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig27039_Past","isogroup25307_Past"
"540","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig27478_Past","isogroup25746_Past"
"541","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig29293_Past","isogroup27561_Past"
"542","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","isotig31086_Past","isogroup29354_Past"
"543","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","GE909926_Past","GE909926_Past"
"544","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","GE912683_Past","GE912683_Past"
"545","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","GE912735_Past","GE912735_Past"
"546","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","GE907507_Past","GE907507_Past"
"547","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","GE912984_Past","GE912984_Past"
"548","N0.HOG0000043","Siderastrea_Mexico_Barshis-Radice_Host_contig14791","GE913683_Past","GE913683_Past"
"549","N0.HOG0000047","Siderastrea_Mexico_Barshis-Radice_Host_contig05973","isotig05160_Past","isogroup03428_Past"
"550","N0.HOG0000047","Siderastrea_Mexico_Barshis-Radice_Host_contig13367","isotig05160_Past","isogroup03428_Past"
"551","N0.HOG0000048","Siderastrea_Mexico_Barshis-Radice_Host_contig14587","isotig12509_Past","isogroup10777_Past"
"552","N0.HOG0000048","Siderastrea_Mexico_Barshis-Radice_Host_contig06647","isotig12509_Past","isogroup10777_Past"
"553","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig18027","isotig19694_Past","isogroup17962_Past"
"554","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig06755","isotig19694_Past","isogroup17962_Past"
"555","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig15497","isotig19694_Past","isogroup17962_Past"
"556","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig00194","isotig19694_Past","isogroup17962_Past"
"557","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig13687","isotig19694_Past","isogroup17962_Past"
"558","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig07350","isotig19694_Past","isogroup17962_Past"
"559","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig00676","isotig19694_Past","isogroup17962_Past"
"560","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig04997","isotig19694_Past","isogroup17962_Past"
"561","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig02213","isotig19694_Past","isogroup17962_Past"
"562","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig17465","isotig19694_Past","isogroup17962_Past"
"563","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig19053","isotig19694_Past","isogroup17962_Past"
"564","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig15903","isotig19694_Past","isogroup17962_Past"
"565","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig05955","isotig19694_Past","isogroup17962_Past"
"566","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig15570","isotig19694_Past","isogroup17962_Past"
"567","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig08296","isotig19694_Past","isogroup17962_Past"
"568","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig00979","isotig19694_Past","isogroup17962_Past"
"569","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig08556","isotig19694_Past","isogroup17962_Past"
"570","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig03863","isotig19694_Past","isogroup17962_Past"
"571","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig07664","isotig19694_Past","isogroup17962_Past"
"572","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig13876","isotig19694_Past","isogroup17962_Past"
"573","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig08234","isotig19694_Past","isogroup17962_Past"
"574","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig05744","isotig19694_Past","isogroup17962_Past"
"575","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig15672","isotig19694_Past","isogroup17962_Past"
"576","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig03571","isotig19694_Past","isogroup17962_Past"
"577","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig10585","isotig19694_Past","isogroup17962_Past"
"578","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig10840","isotig19694_Past","isogroup17962_Past"
"579","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig11505","isotig19694_Past","isogroup17962_Past"
"580","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig06215","isotig19694_Past","isogroup17962_Past"
"581","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig13133","isotig19694_Past","isogroup17962_Past"
"582","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig13460","isotig19694_Past","isogroup17962_Past"
"583","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig07035","isotig19694_Past","isogroup17962_Past"
"584","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig15623","isotig19694_Past","isogroup17962_Past"
"585","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig15553","isotig19694_Past","isogroup17962_Past"
"586","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig15400","isotig19694_Past","isogroup17962_Past"
"587","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig02692","isotig19694_Past","isogroup17962_Past"
"588","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig05546","isotig19694_Past","isogroup17962_Past"
"589","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig00396","isotig19694_Past","isogroup17962_Past"
"590","N0.HOG0000051","Siderastrea_Mexico_Barshis-Radice_Host_contig04874","isotig19694_Past","isogroup17962_Past"
"591","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig16975","isotig32582_Past","isogroup30850_Past"
"592","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig02572","isotig32582_Past","isogroup30850_Past"
"593","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig14350","isotig32582_Past","isogroup30850_Past"
"594","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig13486","isotig32582_Past","isogroup30850_Past"
"595","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig18056","isotig32582_Past","isogroup30850_Past"
"596","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig08522","isotig32582_Past","isogroup30850_Past"
"597","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig17926","isotig32582_Past","isogroup30850_Past"
"598","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig17566","isotig32582_Past","isogroup30850_Past"
"599","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig13365","isotig32582_Past","isogroup30850_Past"
"600","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig14544","isotig32582_Past","isogroup30850_Past"
"601","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig05401","isotig32582_Past","isogroup30850_Past"
"602","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig01758","isotig32582_Past","isogroup30850_Past"
"603","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig18868","isotig32582_Past","isogroup30850_Past"
"604","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig14636","isotig32582_Past","isogroup30850_Past"
"605","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig08205","isotig32582_Past","isogroup30850_Past"
"606","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig05612","isotig32582_Past","isogroup30850_Past"
"607","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig19126","isotig32582_Past","isogroup30850_Past"
"608","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig07601","isotig32582_Past","isogroup30850_Past"
"609","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig06018","isotig32582_Past","isogroup30850_Past"
"610","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig10211","isotig32582_Past","isogroup30850_Past"
"611","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig18335","isotig32582_Past","isogroup30850_Past"
"612","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig07110","isotig32582_Past","isogroup30850_Past"
"613","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig02407","isotig32582_Past","isogroup30850_Past"
"614","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig07327","isotig32582_Past","isogroup30850_Past"
"615","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig15928","isotig32582_Past","isogroup30850_Past"
"616","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig00051","isotig32582_Past","isogroup30850_Past"
"617","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig18661","isotig32582_Past","isogroup30850_Past"
"618","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig01219","isotig32582_Past","isogroup30850_Past"
"619","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig17129","isotig32582_Past","isogroup30850_Past"
"620","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig05450","isotig32582_Past","isogroup30850_Past"
"621","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig16458","isotig32582_Past","isogroup30850_Past"
"622","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig15906","isotig32582_Past","isogroup30850_Past"
"623","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig11269","isotig32582_Past","isogroup30850_Past"
"624","N0.HOG0000053","Siderastrea_Mexico_Barshis-Radice_Host_contig11199","isotig32582_Past","isogroup30850_Past"
"625","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig16829","isotig13452_Past","isogroup11720_Past"
"626","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig07980","isotig13452_Past","isogroup11720_Past"
"627","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig04712","isotig13452_Past","isogroup11720_Past"
"628","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig00556","isotig13452_Past","isogroup11720_Past"
"629","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig12019","isotig13452_Past","isogroup11720_Past"
"630","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig00177","isotig13452_Past","isogroup11720_Past"
"631","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig15767","isotig13452_Past","isogroup11720_Past"
"632","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig15983","isotig13452_Past","isogroup11720_Past"
"633","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig18338","isotig13452_Past","isogroup11720_Past"
"634","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig06358","isotig13452_Past","isogroup11720_Past"
"635","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig01719","isotig13452_Past","isogroup11720_Past"
"636","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig08277","isotig13452_Past","isogroup11720_Past"
"637","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig08330","isotig13452_Past","isogroup11720_Past"
"638","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig11166","isotig13452_Past","isogroup11720_Past"
"639","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig13905","isotig13452_Past","isogroup11720_Past"
"640","N0.HOG0000055","Siderastrea_Mexico_Barshis-Radice_Host_contig03231","isotig13452_Past","isogroup11720_Past"
"641","N0.HOG0000056","Siderastrea_Mexico_Barshis-Radice_Host_contig07795","GE914850_Past","GE914850_Past"
"642","N0.HOG0000056","Siderastrea_Mexico_Barshis-Radice_Host_contig08400","GE914850_Past","GE914850_Past"
"643","N0.HOG0000056","Siderastrea_Mexico_Barshis-Radice_Host_contig02466","GE914850_Past","GE914850_Past"
"644","N0.HOG0000057","Siderastrea_Mexico_Barshis-Radice_Host_contig01597","isotig11403_Past","isogroup09671_Past"
"645","N0.HOG0000057","Siderastrea_Mexico_Barshis-Radice_Host_contig03847","isotig11403_Past","isogroup09671_Past"
"646","N0.HOG0000057","Siderastrea_Mexico_Barshis-Radice_Host_contig12971","isotig11403_Past","isogroup09671_Past"
"647","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig18872","isotig04125_Past","isogroup02393_Past"
"648","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig05161","isotig04125_Past","isogroup02393_Past"
"649","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig07810","isotig04125_Past","isogroup02393_Past"
"650","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig08110","isotig04125_Past","isogroup02393_Past"
"651","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig03346","isotig04125_Past","isogroup02393_Past"
"652","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig07838","isotig04125_Past","isogroup02393_Past"
"653","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig02153","isotig04125_Past","isogroup02393_Past"
"654","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig15367","isotig04125_Past","isogroup02393_Past"
"655","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig14552","isotig04125_Past","isogroup02393_Past"
"656","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig02537","isotig04125_Past","isogroup02393_Past"
"657","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig14876","isotig04125_Past","isogroup02393_Past"
"658","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig16503","isotig04125_Past","isogroup02393_Past"
"659","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig08954","isotig04125_Past","isogroup02393_Past"
"660","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig10719","isotig04125_Past","isogroup02393_Past"
"661","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig17869","isotig04125_Past","isogroup02393_Past"
"662","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig01333","isotig04125_Past","isogroup02393_Past"
"663","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig10183","isotig04125_Past","isogroup02393_Past"
"664","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig06388","isotig04125_Past","isogroup02393_Past"
"665","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig17006","isotig04125_Past","isogroup02393_Past"
"666","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig00733","isotig04125_Past","isogroup02393_Past"
"667","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig12236","isotig04125_Past","isogroup02393_Past"
"668","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig03136","isotig04125_Past","isogroup02393_Past"
"669","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig02576","isotig04125_Past","isogroup02393_Past"
"670","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig01814","isotig04125_Past","isogroup02393_Past"
"671","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig01439","isotig04125_Past","isogroup02393_Past"
"672","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig03105","isotig04125_Past","isogroup02393_Past"
"673","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig02923","isotig04125_Past","isogroup02393_Past"
"674","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig05240","isotig04125_Past","isogroup02393_Past"
"675","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig07854","isotig04125_Past","isogroup02393_Past"
"676","N0.HOG0000062","Siderastrea_Mexico_Barshis-Radice_Host_contig09441","isotig04125_Past","isogroup02393_Past"
"677","N0.HOG0000064","Siderastrea_Mexico_Barshis-Radice_Host_contig03098","GE913312_Past","GE913312_Past"
"678","N0.HOG0000064","Siderastrea_Mexico_Barshis-Radice_Host_contig16046","GE913312_Past","GE913312_Past"
"679","N0.HOG0000064","Siderastrea_Mexico_Barshis-Radice_Host_contig18658","GE913312_Past","GE913312_Past"
"680","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig11898","isotig09956_Past","isogroup08224_Past"
"681","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig14362","isotig09956_Past","isogroup08224_Past"
"682","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig05954","isotig09956_Past","isogroup08224_Past"
"683","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig03404","isotig09956_Past","isogroup08224_Past"
"684","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig00890","isotig09956_Past","isogroup08224_Past"
"685","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig15051","isotig09956_Past","isogroup08224_Past"
"686","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig10887","isotig09956_Past","isogroup08224_Past"
"687","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig11498","isotig09956_Past","isogroup08224_Past"
"688","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig00223","isotig09956_Past","isogroup08224_Past"
"689","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig01651","isotig09956_Past","isogroup08224_Past"
"690","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig09236","isotig09956_Past","isogroup08224_Past"
"691","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig02378","isotig09956_Past","isogroup08224_Past"
"692","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig09922","isotig09956_Past","isogroup08224_Past"
"693","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig15496","isotig09956_Past","isogroup08224_Past"
"694","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig17646","isotig09956_Past","isogroup08224_Past"
"695","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig08679","isotig09956_Past","isogroup08224_Past"
"696","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig14074","isotig09956_Past","isogroup08224_Past"
"697","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig10967","isotig09956_Past","isogroup08224_Past"
"698","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig13182","isotig09956_Past","isogroup08224_Past"
"699","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig09807","isotig09956_Past","isogroup08224_Past"
"700","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig04123","isotig09956_Past","isogroup08224_Past"
"701","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig09553","isotig09956_Past","isogroup08224_Past"
"702","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig19217","isotig09956_Past","isogroup08224_Past"
"703","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig09036","isotig09956_Past","isogroup08224_Past"
"704","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig16000","isotig09956_Past","isogroup08224_Past"
"705","N0.HOG0000065","Siderastrea_Mexico_Barshis-Radice_Host_contig05898","isotig09956_Past","isogroup08224_Past"
"706","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig18950","isotig04542_Past","isogroup02810_Past"
"707","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig02607","isotig04542_Past","isogroup02810_Past"
"708","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig08409","isotig04542_Past","isogroup02810_Past"
"709","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig10339","isotig04542_Past","isogroup02810_Past"
"710","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig17149","isotig04542_Past","isogroup02810_Past"
"711","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig11017","isotig04542_Past","isogroup02810_Past"
"712","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig13979","isotig04542_Past","isogroup02810_Past"
"713","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig07344","isotig04542_Past","isogroup02810_Past"
"714","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig16919","isotig04542_Past","isogroup02810_Past"
"715","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig07521","isotig04542_Past","isogroup02810_Past"
"716","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig07801","isotig04542_Past","isogroup02810_Past"
"717","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig02319","isotig04542_Past","isogroup02810_Past"
"718","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig07612","isotig04542_Past","isogroup02810_Past"
"719","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig03682","isotig04542_Past","isogroup02810_Past"
"720","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig03740","isotig04542_Past","isogroup02810_Past"
"721","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig03978","isotig04542_Past","isogroup02810_Past"
"722","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig06431","isotig04542_Past","isogroup02810_Past"
"723","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig00320","isotig04542_Past","isogroup02810_Past"
"724","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig16640","isotig04542_Past","isogroup02810_Past"
"725","N0.HOG0000067","Siderastrea_Mexico_Barshis-Radice_Host_contig01983","isotig04542_Past","isogroup02810_Past"
