"","isotig","gene","orthogroup","gene_Sid"
"395","isotig05314_Past","isogroup03582_Past","N0.HOG0002274","Siderastrea_Mexico_Barshis-Radice_Host_contig11211"
"396","isotig05329_Past","isogroup03597_Past","N0.HOG0001955","Siderastrea_Mexico_Barshis-Radice_Host_contig05873"
"397","isotig05339_Past","isogroup03607_Past","N0.HOG0002392","Siderastrea_Mexico_Barshis-Radice_Host_contig06675"
"398","isotig05355_Past","isogroup03623_Past","N0.HOG0002167","Siderastrea_Mexico_Barshis-Radice_Host_contig12610"
"399","isotig05366_Past","isogroup03634_Past","N0.HOG0003428","Siderastrea_Mexico_Barshis-Radice_Host_contig04361"
"400","isotig05368_Past","isogroup03636_Past","N0.HOG0002322","Siderastrea_Mexico_Barshis-Radice_Host_contig10169"
"401","isotig05384_Past","isogroup03652_Past","N0.HOG0003405","Siderastrea_Mexico_Barshis-Radice_Host_contig00691"
"402","isotig05395_Past","isogroup03663_Past","N0.HOG0002871","Siderastrea_Mexico_Barshis-Radice_Host_contig16358"
"403","isotig05408_Past","isogroup03676_Past","N0.HOG0001443","Siderastrea_Mexico_Barshis-Radice_Host_contig10800"
"404","isotig05409_Past","isogroup03677_Past","N0.HOG0001573","Siderastrea_Mexico_Barshis-Radice_Host_contig04167"
"405","isotig05439_Past","isogroup03707_Past","N0.HOG0001672","Siderastrea_Mexico_Barshis-Radice_Host_contig06434"
"406","isotig05444_Past","isogroup03712_Past","N0.HOG0002161","Siderastrea_Mexico_Barshis-Radice_Host_contig11634"
"407","isotig05452_Past","isogroup03720_Past","N0.HOG0003291","Siderastrea_Mexico_Barshis-Radice_Host_contig12192"
"408","isotig05458_Past","isogroup03726_Past","N0.HOG0003390","Siderastrea_Mexico_Barshis-Radice_Host_contig17366"
"409","isotig05474_Past","isogroup03742_Past","N0.HOG0002315","Siderastrea_Mexico_Barshis-Radice_Host_contig12242"
"410","isotig05517_Past","isogroup03785_Past","N0.HOG0002702","Siderastrea_Mexico_Barshis-Radice_Host_contig13386"
"411","isotig05521_Past","isogroup03789_Past","N0.HOG0002988","Siderastrea_Mexico_Barshis-Radice_Host_contig11383"
"412","isotig05530_Past","isogroup03798_Past","N0.HOG0002397","Siderastrea_Mexico_Barshis-Radice_Host_contig07576"
"413","isotig05537_Past","isogroup03805_Past","N0.HOG0002546","Siderastrea_Mexico_Barshis-Radice_Host_contig06774"
"414","isotig05550_Past","isogroup03818_Past","N0.HOG0001732","Siderastrea_Mexico_Barshis-Radice_Host_contig03477"
"415","isotig05598_Past","isogroup03866_Past","N0.HOG0002458","Siderastrea_Mexico_Barshis-Radice_Host_contig05537"
"416","isotig05600_Past","isogroup03868_Past","N0.HOG0002797","Siderastrea_Mexico_Barshis-Radice_Host_contig13830"
"417","isotig05603_Past","isogroup03871_Past","N0.HOG0002803","Siderastrea_Mexico_Barshis-Radice_Host_contig11888"
"418","isotig05610_Past","isogroup03878_Past","N0.HOG0003012","Siderastrea_Mexico_Barshis-Radice_Host_contig09746"
"419","isotig05627_Past","isogroup03895_Past","N0.HOG0001511","Siderastrea_Mexico_Barshis-Radice_Host_contig03186"
"420","isotig05640_Past","isogroup03908_Past","N0.HOG0001858","Siderastrea_Mexico_Barshis-Radice_Host_contig10059"
"421","isotig05644_Past","isogroup03912_Past","N0.HOG0002046","Siderastrea_Mexico_Barshis-Radice_Host_contig00772"
"422","isotig05655_Past","isogroup03923_Past","N0.HOG0002987","Siderastrea_Mexico_Barshis-Radice_Host_contig03703"
"423","isotig05667_Past","isogroup03935_Past","N0.HOG0002759","Siderastrea_Mexico_Barshis-Radice_Host_contig07050"
"424","isotig05669_Past","isogroup03937_Past","N0.HOG0003526","Siderastrea_Mexico_Barshis-Radice_Host_contig16748"
"425","isotig05670_Past","isogroup03938_Past","N0.HOG0003406","Siderastrea_Mexico_Barshis-Radice_Host_contig08321"
"426","isotig05686_Past","isogroup03954_Past","N0.HOG0001779","Siderastrea_Mexico_Barshis-Radice_Host_contig02658"
"427","isotig05701_Past","isogroup03969_Past","N0.HOG0001755","Siderastrea_Mexico_Barshis-Radice_Host_contig09380"
"428","isotig05705_Past","isogroup03973_Past","N0.HOG0003274","Siderastrea_Mexico_Barshis-Radice_Host_contig03635"
"429","isotig05710_Past","isogroup03978_Past","N0.HOG0003434","Siderastrea_Mexico_Barshis-Radice_Host_contig19205"
"430","isotig05720_Past","isogroup03988_Past","N0.HOG0002874","Siderastrea_Mexico_Barshis-Radice_Host_contig06058"
"431","isotig05735_Past","isogroup04003_Past","N0.HOG0003371","Siderastrea_Mexico_Barshis-Radice_Host_contig16610"
"432","isotig05768_Past","isogroup04036_Past","N0.HOG0001403","Siderastrea_Mexico_Barshis-Radice_Host_contig02782"
"433","isotig05769_Past","isogroup04037_Past","N0.HOG0001889","Siderastrea_Mexico_Barshis-Radice_Host_contig06195"
"434","isotig05773_Past","isogroup04041_Past","N0.HOG0003460","Siderastrea_Mexico_Barshis-Radice_Host_contig07482"
"435","isotig05774_Past","isogroup04042_Past","N0.HOG0002183","Siderastrea_Mexico_Barshis-Radice_Host_contig17936"
"436","isotig05778_Past","isogroup04046_Past","N0.HOG0000647","Siderastrea_Mexico_Barshis-Radice_Host_contig15975"
"437","isotig05795_Past","isogroup04063_Past","N0.HOG0002955","Siderastrea_Mexico_Barshis-Radice_Host_contig15965"
"438","isotig05797_Past","isogroup04065_Past","N0.HOG0002824","Siderastrea_Mexico_Barshis-Radice_Host_contig02597"
"439","isotig05798_Past","isogroup04066_Past","N0.HOG0003221","Siderastrea_Mexico_Barshis-Radice_Host_contig05952"
"440","isotig05799_Past","isogroup04067_Past","N0.HOG0003232","Siderastrea_Mexico_Barshis-Radice_Host_contig13143"
"441","isotig05800_Past","isogroup04068_Past","N0.HOG0002599","Siderastrea_Mexico_Barshis-Radice_Host_contig16219"
"442","isotig05817_Past","isogroup04085_Past","N0.HOG0003560","Siderastrea_Mexico_Barshis-Radice_Host_contig08584"
"443","isotig05826_Past","isogroup04094_Past","N0.HOG0002495","Siderastrea_Mexico_Barshis-Radice_Host_contig09221"
"444","isotig05830_Past","isogroup04098_Past","N0.HOG0001907","Siderastrea_Mexico_Barshis-Radice_Host_contig11461"
"445","isotig05832_Past","isogroup04100_Past","N0.HOG0002356","Siderastrea_Mexico_Barshis-Radice_Host_contig12658"
"446","isotig05833_Past","isogroup04101_Past","N0.HOG0002682","Siderastrea_Mexico_Barshis-Radice_Host_contig03204"
"447","isotig05844_Past","isogroup04112_Past","N0.HOG0002297","Siderastrea_Mexico_Barshis-Radice_Host_contig00618"
"448","isotig05856_Past","isogroup04124_Past","N0.HOG0001533","Siderastrea_Mexico_Barshis-Radice_Host_contig04243"
"449","isotig05861_Past","isogroup04129_Past","N0.HOG0002647","Siderastrea_Mexico_Barshis-Radice_Host_contig10712"
"450","isotig05862_Past","isogroup04130_Past","N0.HOG0002884","Siderastrea_Mexico_Barshis-Radice_Host_contig10603"
"451","isotig05891_Past","isogroup04159_Past","N0.HOG0003283","Siderastrea_Mexico_Barshis-Radice_Host_contig00852"
"452","isotig05898_Past","isogroup04166_Past","N0.HOG0003104","Siderastrea_Mexico_Barshis-Radice_Host_contig09717"
"453","isotig05900_Past","isogroup04168_Past","N0.HOG0002944","Siderastrea_Mexico_Barshis-Radice_Host_contig16085"
"454","isotig05908_Past","isogroup04176_Past","N0.HOG0002764","Siderastrea_Mexico_Barshis-Radice_Host_contig11148"
"455","isotig05910_Past","isogroup04178_Past","N0.HOG0001433","Siderastrea_Mexico_Barshis-Radice_Host_contig01948"
"456","isotig05923_Past","isogroup04191_Past","N0.HOG0001612","Siderastrea_Mexico_Barshis-Radice_Host_contig00193"
"457","isotig05925_Past","isogroup04193_Past","N0.HOG0001963","Siderastrea_Mexico_Barshis-Radice_Host_contig08346"
"458","isotig05930_Past","isogroup04198_Past","N0.HOG0001465","Siderastrea_Mexico_Barshis-Radice_Host_contig01123"
"459","isotig05960_Past","isogroup04228_Past","N0.HOG0003125","Siderastrea_Mexico_Barshis-Radice_Host_contig18055"
"460","isotig05979_Past","isogroup04247_Past","N0.HOG0002150","Siderastrea_Mexico_Barshis-Radice_Host_contig13706"
"461","isotig05981_Past","isogroup04249_Past","N0.HOG0003473","Siderastrea_Mexico_Barshis-Radice_Host_contig10783"
"462","isotig06001_Past","isogroup04269_Past","N0.HOG0002619","Siderastrea_Mexico_Barshis-Radice_Host_contig10679"
"463","isotig06005_Past","isogroup04273_Past","N0.HOG0002451","Siderastrea_Mexico_Barshis-Radice_Host_contig08615"
"464","isotig06024_Past","isogroup04292_Past","N0.HOG0000521","Siderastrea_Mexico_Barshis-Radice_Host_contig04053"
"465","isotig06073_Past","isogroup04341_Past","N0.HOG0002555","Siderastrea_Mexico_Barshis-Radice_Host_contig13642"
"466","isotig06077_Past","isogroup04345_Past","N0.HOG0003093","Siderastrea_Mexico_Barshis-Radice_Host_contig17026"
"467","isotig06081_Past","isogroup04349_Past","N0.HOG0003481","Siderastrea_Mexico_Barshis-Radice_Host_contig01324"
"468","isotig06088_Past","isogroup04356_Past","N0.HOG0001995","Siderastrea_Mexico_Barshis-Radice_Host_contig10985"
"469","isotig06089_Past","isogroup04357_Past","N0.HOG0002358","Siderastrea_Mexico_Barshis-Radice_Host_contig06139"
"470","isotig06090_Past","isogroup04358_Past","N0.HOG0003149","Siderastrea_Mexico_Barshis-Radice_Host_contig03548"
"471","isotig06092_Past","isogroup04360_Past","N0.HOG0003241","Siderastrea_Mexico_Barshis-Radice_Host_contig09928"
"472","isotig06097_Past","isogroup04365_Past","N0.HOG0002595","Siderastrea_Mexico_Barshis-Radice_Host_contig12902"
"473","isotig06101_Past","isogroup04369_Past","N0.HOG0002536","Siderastrea_Mexico_Barshis-Radice_Host_contig11316"
"474","isotig06102_Past","isogroup04370_Past","N0.HOG0002045","Siderastrea_Mexico_Barshis-Radice_Host_contig09095"
"475","isotig06119_Past","isogroup04387_Past","N0.HOG0002051","Siderastrea_Mexico_Barshis-Radice_Host_contig02956"
"476","isotig06173_Past","isogroup04441_Past","N0.HOG0003114","Siderastrea_Mexico_Barshis-Radice_Host_contig04684"
"477","isotig06186_Past","isogroup04454_Past","N0.HOG0002634","Siderastrea_Mexico_Barshis-Radice_Host_contig03322"
"478","isotig06191_Past","isogroup04459_Past","N0.HOG0003216","Siderastrea_Mexico_Barshis-Radice_Host_contig12906"
"479","isotig06202_Past","isogroup04470_Past","N0.HOG0001856","Siderastrea_Mexico_Barshis-Radice_Host_contig08108"
"480","isotig06205_Past","isogroup04473_Past","N0.HOG0002869","Siderastrea_Mexico_Barshis-Radice_Host_contig15528"
"481","isotig06214_Past","isogroup04482_Past","N0.HOG0001616","Siderastrea_Mexico_Barshis-Radice_Host_contig03257"
"482","isotig06227_Past","isogroup04495_Past","N0.HOG0003562","Siderastrea_Mexico_Barshis-Radice_Host_contig15730"
"483","isotig06250_Past","isogroup04518_Past","N0.HOG0003576","Siderastrea_Mexico_Barshis-Radice_Host_contig18734"
"484","isotig06285_Past","isogroup04553_Past","N0.HOG0002027","Siderastrea_Mexico_Barshis-Radice_Host_contig04672"
"485","isotig06300_Past","isogroup04568_Past","N0.HOG0003051","Siderastrea_Mexico_Barshis-Radice_Host_contig07359"
"486","isotig06316_Past","isogroup04584_Past","N0.HOG0002064","Siderastrea_Mexico_Barshis-Radice_Host_contig03570"
"487","isotig06321_Past","isogroup04589_Past","N0.HOG0003621","Siderastrea_Mexico_Barshis-Radice_Host_contig18853"
"488","isotig06331_Past","isogroup04599_Past","N0.HOG0001871","Siderastrea_Mexico_Barshis-Radice_Host_contig13431"
"489","isotig06332_Past","isogroup04600_Past","N0.HOG0002062","Siderastrea_Mexico_Barshis-Radice_Host_contig06125"
"490","isotig06343_Past","isogroup04611_Past","N0.HOG0003429","Siderastrea_Mexico_Barshis-Radice_Host_contig11189"
"491","isotig06347_Past","isogroup04615_Past","N0.HOG0002774","Siderastrea_Mexico_Barshis-Radice_Host_contig18396"
"492","isotig06372_Past","isogroup04640_Past","N0.HOG0002563","Siderastrea_Mexico_Barshis-Radice_Host_contig01527"
"493","isotig06415_Past","isogroup04683_Past","N0.HOG0000026","Siderastrea_Mexico_Barshis-Radice_Host_contig05747"
"494","isotig06428_Past","isogroup04696_Past","N0.HOG0003451","Siderastrea_Mexico_Barshis-Radice_Host_contig14370"
"495","isotig06433_Past","isogroup04701_Past","N0.HOG0002010","Siderastrea_Mexico_Barshis-Radice_Host_contig10155"
"496","isotig06461_Past","isogroup04729_Past","N0.HOG0003262","Siderastrea_Mexico_Barshis-Radice_Host_contig03289"
"497","isotig06466_Past","isogroup04734_Past","N0.HOG0001968","Siderastrea_Mexico_Barshis-Radice_Host_contig08698"
"498","isotig06490_Past","isogroup04758_Past","N0.HOG0002237","Siderastrea_Mexico_Barshis-Radice_Host_contig05768"
"499","isotig06493_Past","isogroup04761_Past","N0.HOG0003393","Siderastrea_Mexico_Barshis-Radice_Host_contig00794"
"500","isotig06499_Past","isogroup04767_Past","N0.HOG0003514","Siderastrea_Mexico_Barshis-Radice_Host_contig17097"
"501","isotig06509_Past","isogroup04777_Past","N0.HOG0003350","Siderastrea_Mexico_Barshis-Radice_Host_contig16368"
"502","isotig06527_Past","isogroup04795_Past","N0.HOG0003400","Siderastrea_Mexico_Barshis-Radice_Host_contig05907"
"503","isotig06530_Past","isogroup04798_Past","N0.HOG0003453","Siderastrea_Mexico_Barshis-Radice_Host_contig18864"
"504","isotig06543_Past","isogroup04811_Past","N0.HOG0002124","Siderastrea_Mexico_Barshis-Radice_Host_contig06871"
"505","isotig06549_Past","isogroup04817_Past","N0.HOG0002778","Siderastrea_Mexico_Barshis-Radice_Host_contig05102"
"506","isotig06556_Past","isogroup04824_Past","N0.HOG0003231","Siderastrea_Mexico_Barshis-Radice_Host_contig11191"
"507","isotig06562_Past","isogroup04830_Past","N0.HOG0002218","Siderastrea_Mexico_Barshis-Radice_Host_contig17727"
"508","isotig06574_Past","isogroup04842_Past","N0.HOG0001542","Siderastrea_Mexico_Barshis-Radice_Host_contig17243"
"509","isotig06592_Past","isogroup04860_Past","N0.HOG0003198","Siderastrea_Mexico_Barshis-Radice_Host_contig11044"
"510","isotig06594_Past","isogroup04862_Past","N0.HOG0002478","Siderastrea_Mexico_Barshis-Radice_Host_contig05067"
"511","isotig06597_Past","isogroup04865_Past","N0.HOG0002349","Siderastrea_Mexico_Barshis-Radice_Host_contig10655"
"512","isotig06612_Past","isogroup04880_Past","N0.HOG0002731","Siderastrea_Mexico_Barshis-Radice_Host_contig05330"
"513","isotig06619_Past","isogroup04887_Past","N0.HOG0003589","Siderastrea_Mexico_Barshis-Radice_Host_contig17843"
"514","isotig06690_Past","isogroup04958_Past","N0.HOG0001547","Siderastrea_Mexico_Barshis-Radice_Host_contig11716"
"515","isotig06713_Past","isogroup04981_Past","N0.HOG0002643","Siderastrea_Mexico_Barshis-Radice_Host_contig11849"
"516","isotig06716_Past","isogroup04984_Past","N0.HOG0002479","Siderastrea_Mexico_Barshis-Radice_Host_contig13664"
"517","isotig06733_Past","isogroup05001_Past","N0.HOG0002571","Siderastrea_Mexico_Barshis-Radice_Host_contig04841"
"518","isotig06747_Past","isogroup05015_Past","N0.HOG0002433","Siderastrea_Mexico_Barshis-Radice_Host_contig04232"
"519","isotig06769_Past","isogroup05037_Past","N0.HOG0003367","Siderastrea_Mexico_Barshis-Radice_Host_contig16772"
"520","isotig06771_Past","isogroup05039_Past","N0.HOG0000058","Siderastrea_Mexico_Barshis-Radice_Host_contig04016"
"521","isotig06798_Past","isogroup05066_Past","N0.HOG0001967","Siderastrea_Mexico_Barshis-Radice_Host_contig06839"
"522","isotig06814_Past","isogroup05082_Past","N0.HOG0002959","Siderastrea_Mexico_Barshis-Radice_Host_contig08352"
"523","isotig06822_Past","isogroup05090_Past","N0.HOG0002588","Siderastrea_Mexico_Barshis-Radice_Host_contig15756"
"524","isotig06837_Past","isogroup05105_Past","N0.HOG0000566","Siderastrea_Mexico_Barshis-Radice_Host_contig10795"
"525","isotig06839_Past","isogroup05107_Past","N0.HOG0002789","Siderastrea_Mexico_Barshis-Radice_Host_contig11709"
"526","isotig06845_Past","isogroup05113_Past","N0.HOG0002035","Siderastrea_Mexico_Barshis-Radice_Host_contig08368"
"527","isotig06852_Past","isogroup05120_Past","N0.HOG0002549","Siderastrea_Mexico_Barshis-Radice_Host_contig09196"
"528","isotig06868_Past","isogroup05136_Past","N0.HOG0002832","Siderastrea_Mexico_Barshis-Radice_Host_contig09982"
"529","isotig06878_Past","isogroup05146_Past","N0.HOG0002503","Siderastrea_Mexico_Barshis-Radice_Host_contig05525"
"530","isotig06890_Past","isogroup05158_Past","N0.HOG0003061","Siderastrea_Mexico_Barshis-Radice_Host_contig01197"
"531","isotig06898_Past","isogroup05166_Past","N0.HOG0003618","Siderastrea_Mexico_Barshis-Radice_Host_contig15111"
"532","isotig06920_Past","isogroup05188_Past","N0.HOG0001722","Siderastrea_Mexico_Barshis-Radice_Host_contig10461"
"533","isotig06926_Past","isogroup05194_Past","N0.HOG0002864","Siderastrea_Mexico_Barshis-Radice_Host_contig15693"
"534","isotig06930_Past","isogroup05198_Past","N0.HOG0002820","Siderastrea_Mexico_Barshis-Radice_Host_contig17834"
"535","isotig06944_Past","isogroup05212_Past","N0.HOG0002700","Siderastrea_Mexico_Barshis-Radice_Host_contig02516"
"536","isotig06968_Past","isogroup05236_Past","N0.HOG0002404","Siderastrea_Mexico_Barshis-Radice_Host_contig12809"
"537","isotig06972_Past","isogroup05240_Past","N0.HOG0003003","Siderastrea_Mexico_Barshis-Radice_Host_contig06406"
"538","isotig06975_Past","isogroup05243_Past","N0.HOG0002901","Siderastrea_Mexico_Barshis-Radice_Host_contig01705"
"539","isotig06983_Past","isogroup05251_Past","N0.HOG0002879","Siderastrea_Mexico_Barshis-Radice_Host_contig14780"
"540","isotig06989_Past","isogroup05257_Past","N0.HOG0001498","Siderastrea_Mexico_Barshis-Radice_Host_contig04792"
"541","isotig07006_Past","isogroup05274_Past","N0.HOG0001578","Siderastrea_Mexico_Barshis-Radice_Host_contig06455"
"542","isotig07013_Past","isogroup05281_Past","N0.HOG0003249","Siderastrea_Mexico_Barshis-Radice_Host_contig14478"
"543","isotig07038_Past","isogroup05306_Past","N0.HOG0003267","Siderastrea_Mexico_Barshis-Radice_Host_contig04425"
"544","isotig07045_Past","isogroup05313_Past","N0.HOG0002129","Siderastrea_Mexico_Barshis-Radice_Host_contig15251"
"545","isotig07062_Past","isogroup05330_Past","N0.HOG0002091","Siderastrea_Mexico_Barshis-Radice_Host_contig14720"
"546","isotig07091_Past","isogroup05359_Past","N0.HOG0002454","Siderastrea_Mexico_Barshis-Radice_Host_contig07750"
"547","isotig07121_Past","isogroup05389_Past","N0.HOG0003345","Siderastrea_Mexico_Barshis-Radice_Host_contig15673"
"548","isotig07148_Past","isogroup05416_Past","N0.HOG0001993","Siderastrea_Mexico_Barshis-Radice_Host_contig12160"
"549","isotig07151_Past","isogroup05419_Past","N0.HOG0002958","Siderastrea_Mexico_Barshis-Radice_Host_contig01519"
"550","isotig07186_Past","isogroup05454_Past","N0.HOG0003179","Siderastrea_Mexico_Barshis-Radice_Host_contig12818"
"551","isotig07201_Past","isogroup05469_Past","N0.HOG0003488","Siderastrea_Mexico_Barshis-Radice_Host_contig16225"
"552","isotig07213_Past","isogroup05481_Past","N0.HOG0001564","Siderastrea_Mexico_Barshis-Radice_Host_contig15604"
"553","isotig07219_Past","isogroup05487_Past","N0.HOG0002148","Siderastrea_Mexico_Barshis-Radice_Host_contig11963"
"554","isotig07224_Past","isogroup05492_Past","N0.HOG0002782","Siderastrea_Mexico_Barshis-Radice_Host_contig12948"
"555","isotig07234_Past","isogroup05502_Past","N0.HOG0002581","Siderastrea_Mexico_Barshis-Radice_Host_contig17550"
"556","isotig07249_Past","isogroup05517_Past","N0.HOG0003458","Siderastrea_Mexico_Barshis-Radice_Host_contig02918"
"557","isotig07284_Past","isogroup05552_Past","N0.HOG0001901","Siderastrea_Mexico_Barshis-Radice_Host_contig04590"
"558","isotig07302_Past","isogroup05570_Past","N0.HOG0003457","Siderastrea_Mexico_Barshis-Radice_Host_contig09108"
"559","isotig07317_Past","isogroup05585_Past","N0.HOG0002065","Siderastrea_Mexico_Barshis-Radice_Host_contig17518"
"560","isotig07369_Past","isogroup05637_Past","N0.HOG0003408","Siderastrea_Mexico_Barshis-Radice_Host_contig05555"
"561","isotig07399_Past","isogroup05667_Past","N0.HOG0000642","Siderastrea_Mexico_Barshis-Radice_Host_contig12801"
"562","isotig07412_Past","isogroup05680_Past","N0.HOG0002584","Siderastrea_Mexico_Barshis-Radice_Host_contig03632"
"563","isotig07429_Past","isogroup05697_Past","N0.HOG0002671","Siderastrea_Mexico_Barshis-Radice_Host_contig07785"
"564","isotig07465_Past","isogroup05733_Past","N0.HOG0003028","Siderastrea_Mexico_Barshis-Radice_Host_contig07633"
"565","isotig07479_Past","isogroup05747_Past","N0.HOG0003245","Siderastrea_Mexico_Barshis-Radice_Host_contig10384"
"566","isotig07501_Past","isogroup05769_Past","N0.HOG0003577","Siderastrea_Mexico_Barshis-Radice_Host_contig18735"
"567","isotig07515_Past","isogroup05783_Past","N0.HOG0001951","Siderastrea_Mexico_Barshis-Radice_Host_contig11077"
"568","isotig07522_Past","isogroup05790_Past","N0.HOG0003203","Siderastrea_Mexico_Barshis-Radice_Host_contig00313"
"569","isotig07528_Past","isogroup05796_Past","N0.HOG0000684","Siderastrea_Mexico_Barshis-Radice_Host_contig03522"
"570","isotig07536_Past","isogroup05804_Past","N0.HOG0002567","Siderastrea_Mexico_Barshis-Radice_Host_contig08446"
"571","isotig07540_Past","isogroup05808_Past","N0.HOG0003416","Siderastrea_Mexico_Barshis-Radice_Host_contig10662"
"572","isotig07546_Past","isogroup05814_Past","N0.HOG0002951","Siderastrea_Mexico_Barshis-Radice_Host_contig02084"
"573","isotig07590_Past","isogroup05858_Past","N0.HOG0002399","Siderastrea_Mexico_Barshis-Radice_Host_contig13576"
"574","isotig07605_Past","isogroup05873_Past","N0.HOG0003620","Siderastrea_Mexico_Barshis-Radice_Host_contig13537"
"575","isotig07612_Past","isogroup05880_Past","N0.HOG0002160","Siderastrea_Mexico_Barshis-Radice_Host_contig11632"
"576","isotig07656_Past","isogroup05924_Past","N0.HOG0002966","Siderastrea_Mexico_Barshis-Radice_Host_contig08471"
"577","isotig07690_Past","isogroup05958_Past","N0.HOG0002586","Siderastrea_Mexico_Barshis-Radice_Host_contig05453"
"578","isotig07697_Past","isogroup05965_Past","N0.HOG0000293","Siderastrea_Mexico_Barshis-Radice_Host_contig04774"
"579","isotig07707_Past","isogroup05975_Past","N0.HOG0001676","Siderastrea_Mexico_Barshis-Radice_Host_contig02521"
"580","isotig07711_Past","isogroup05979_Past","N0.HOG0002931","Siderastrea_Mexico_Barshis-Radice_Host_contig18038"
"581","isotig07713_Past","isogroup05981_Past","N0.HOG0002063","Siderastrea_Mexico_Barshis-Radice_Host_contig03576"
"582","isotig07725_Past","isogroup05993_Past","N0.HOG0001665","Siderastrea_Mexico_Barshis-Radice_Host_contig09635"
"583","isotig07736_Past","isogroup06004_Past","N0.HOG0002437","Siderastrea_Mexico_Barshis-Radice_Host_contig14157"
"584","isotig07748_Past","isogroup06016_Past","N0.HOG0002787","Siderastrea_Mexico_Barshis-Radice_Host_contig02578"
"585","isotig07763_Past","isogroup06031_Past","N0.HOG0000567","Siderastrea_Mexico_Barshis-Radice_Host_contig15722"
"586","isotig07767_Past","isogroup06035_Past","N0.HOG0002779","Siderastrea_Mexico_Barshis-Radice_Host_contig05101"
"587","isotig07777_Past","isogroup06045_Past","N0.HOG0002984","Siderastrea_Mexico_Barshis-Radice_Host_contig06397"
"588","isotig07780_Past","isogroup06048_Past","N0.HOG0002257","Siderastrea_Mexico_Barshis-Radice_Host_contig10637"
"589","isotig07815_Past","isogroup06083_Past","N0.HOG0003155","Siderastrea_Mexico_Barshis-Radice_Host_contig11598"
"590","isotig07838_Past","isogroup06106_Past","N0.HOG0002751","Siderastrea_Mexico_Barshis-Radice_Host_contig04882"
"591","isotig07858_Past","isogroup06126_Past","N0.HOG0002676","Siderastrea_Mexico_Barshis-Radice_Host_contig04782"
"592","isotig07872_Past","isogroup06140_Past","N0.HOG0001435","Siderastrea_Mexico_Barshis-Radice_Host_contig02363"
"593","isotig07883_Past","isogroup06151_Past","N0.HOG0003107","Siderastrea_Mexico_Barshis-Radice_Host_contig16976"
"594","isotig07889_Past","isogroup06157_Past","N0.HOG0003568","Siderastrea_Mexico_Barshis-Radice_Host_contig13964"
"595","isotig07908_Past","isogroup06176_Past","N0.HOG0002016","Siderastrea_Mexico_Barshis-Radice_Host_contig03495"
"596","isotig07934_Past","isogroup06202_Past","N0.HOG0001892","Siderastrea_Mexico_Barshis-Radice_Host_contig14819"
"597","isotig07955_Past","isogroup06223_Past","N0.HOG0002348","Siderastrea_Mexico_Barshis-Radice_Host_contig07065"
"598","isotig08024_Past","isogroup06292_Past","N0.HOG0002266","Siderastrea_Mexico_Barshis-Radice_Host_contig08329"
"599","isotig08044_Past","isogroup06312_Past","N0.HOG0003541","Siderastrea_Mexico_Barshis-Radice_Host_contig03620"
"600","isotig08087_Past","isogroup06355_Past","N0.HOG0001399","Siderastrea_Mexico_Barshis-Radice_Host_contig11541"
"601","isotig08109_Past","isogroup06377_Past","N0.HOG0002688","Siderastrea_Mexico_Barshis-Radice_Host_contig05098"
"602","isotig08170_Past","isogroup06438_Past","N0.HOG0002387","Siderastrea_Mexico_Barshis-Radice_Host_contig00671"
"603","isotig08227_Past","isogroup06495_Past","N0.HOG0001608","Siderastrea_Mexico_Barshis-Radice_Host_contig14596"
"604","isotig08231_Past","isogroup06499_Past","N0.HOG0003497","Siderastrea_Mexico_Barshis-Radice_Host_contig07221"
"605","isotig08248_Past","isogroup06516_Past","N0.HOG0002527","Siderastrea_Mexico_Barshis-Radice_Host_contig01990"
"606","isotig08278_Past","isogroup06546_Past","N0.HOG0002792","Siderastrea_Mexico_Barshis-Radice_Host_contig09341"
"607","isotig08325_Past","isogroup06593_Past","N0.HOG0002727","Siderastrea_Mexico_Barshis-Radice_Host_contig15124"
"608","isotig08336_Past","isogroup06604_Past","N0.HOG0002983","Siderastrea_Mexico_Barshis-Radice_Host_contig00938"
"609","isotig08353_Past","isogroup06621_Past","N0.HOG0001743","Siderastrea_Mexico_Barshis-Radice_Host_contig04304"
"610","isotig08360_Past","isogroup06628_Past","N0.HOG0002531","Siderastrea_Mexico_Barshis-Radice_Host_contig06578"
"611","isotig08370_Past","isogroup06638_Past","N0.HOG0002146","Siderastrea_Mexico_Barshis-Radice_Host_contig17060"
"612","isotig08376_Past","isogroup06644_Past","N0.HOG0003288","Siderastrea_Mexico_Barshis-Radice_Host_contig03503"
"613","isotig08388_Past","isogroup06656_Past","N0.HOG0002736","Siderastrea_Mexico_Barshis-Radice_Host_contig11246"
"614","isotig08400_Past","isogroup06668_Past","N0.HOG0002773","Siderastrea_Mexico_Barshis-Radice_Host_contig18395"
"615","isotig08409_Past","isogroup06677_Past","N0.HOG0000060","Siderastrea_Mexico_Barshis-Radice_Host_contig18126"
"616","isotig08421_Past","isogroup06689_Past","N0.HOG0001499","Siderastrea_Mexico_Barshis-Radice_Host_contig00378"
"617","isotig08426_Past","isogroup06694_Past","N0.HOG0002979","Siderastrea_Mexico_Barshis-Radice_Host_contig02393"
"618","isotig08456_Past","isogroup06724_Past","N0.HOG0002336","Siderastrea_Mexico_Barshis-Radice_Host_contig06154"
"619","isotig08471_Past","isogroup06739_Past","N0.HOG0002993","Siderastrea_Mexico_Barshis-Radice_Host_contig17799"
