Orthogroup	10714_past_LongestContig_500ln_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0000030	isotig01072_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00012, Siderastrea_Mexico_Barshis-Radice_Host_contig10089, Siderastrea_Mexico_Barshis-Radice_Host_contig10348, Siderastrea_Mexico_Barshis-Radice_Host_contig14174, Siderastrea_Mexico_Barshis-Radice_Host_contig17735, Siderastrea_Mexico_Barshis-Radice_Host_contig07315, Siderastrea_Mexico_Barshis-Radice_Host_contig17290, Siderastrea_Mexico_Barshis-Radice_Host_contig15163, Siderastrea_Mexico_Barshis-Radice_Host_contig06124, Siderastrea_Mexico_Barshis-Radice_Host_contig04666, Siderastrea_Mexico_Barshis-Radice_Host_contig00108, Siderastrea_Mexico_Barshis-Radice_Host_contig09322, Siderastrea_Mexico_Barshis-Radice_Host_contig04680, Siderastrea_Mexico_Barshis-Radice_Host_contig13035
OG0000031	isotig04879_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15776, Siderastrea_Mexico_Barshis-Radice_Host_contig10326, Siderastrea_Mexico_Barshis-Radice_Host_contig00899, Siderastrea_Mexico_Barshis-Radice_Host_contig12617, Siderastrea_Mexico_Barshis-Radice_Host_contig07299, Siderastrea_Mexico_Barshis-Radice_Host_contig13448, Siderastrea_Mexico_Barshis-Radice_Host_contig18781, Siderastrea_Mexico_Barshis-Radice_Host_contig12897, Siderastrea_Mexico_Barshis-Radice_Host_contig12849, Siderastrea_Mexico_Barshis-Radice_Host_contig00850, Siderastrea_Mexico_Barshis-Radice_Host_contig05730, Siderastrea_Mexico_Barshis-Radice_Host_contig11055, Siderastrea_Mexico_Barshis-Radice_Host_contig14604, Siderastrea_Mexico_Barshis-Radice_Host_contig17640, Siderastrea_Mexico_Barshis-Radice_Host_contig07757, Siderastrea_Mexico_Barshis-Radice_Host_contig12685
OG0000033	isotig11493_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10897, Siderastrea_Mexico_Barshis-Radice_Host_contig12285, Siderastrea_Mexico_Barshis-Radice_Host_contig04518, Siderastrea_Mexico_Barshis-Radice_Host_contig03093, Siderastrea_Mexico_Barshis-Radice_Host_contig13475, Siderastrea_Mexico_Barshis-Radice_Host_contig09953, Siderastrea_Mexico_Barshis-Radice_Host_contig00878, Siderastrea_Mexico_Barshis-Radice_Host_contig09222, Siderastrea_Mexico_Barshis-Radice_Host_contig17181, Siderastrea_Mexico_Barshis-Radice_Host_contig03230, Siderastrea_Mexico_Barshis-Radice_Host_contig07307, Siderastrea_Mexico_Barshis-Radice_Host_contig10907, Siderastrea_Mexico_Barshis-Radice_Host_contig18346, Siderastrea_Mexico_Barshis-Radice_Host_contig11190
OG0000034	isotig04022_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11802, Siderastrea_Mexico_Barshis-Radice_Host_contig01762, Siderastrea_Mexico_Barshis-Radice_Host_contig04720, Siderastrea_Mexico_Barshis-Radice_Host_contig18663, Siderastrea_Mexico_Barshis-Radice_Host_contig01032, Siderastrea_Mexico_Barshis-Radice_Host_contig07616, Siderastrea_Mexico_Barshis-Radice_Host_contig13082, Siderastrea_Mexico_Barshis-Radice_Host_contig13514, Siderastrea_Mexico_Barshis-Radice_Host_contig17733, Siderastrea_Mexico_Barshis-Radice_Host_contig01565, Siderastrea_Mexico_Barshis-Radice_Host_contig03424, Siderastrea_Mexico_Barshis-Radice_Host_contig18150, Siderastrea_Mexico_Barshis-Radice_Host_contig11252, Siderastrea_Mexico_Barshis-Radice_Host_contig13722
OG0000035	isotig08257_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07783, Siderastrea_Mexico_Barshis-Radice_Host_contig14127, Siderastrea_Mexico_Barshis-Radice_Host_contig18752, Siderastrea_Mexico_Barshis-Radice_Host_contig17197, Siderastrea_Mexico_Barshis-Radice_Host_contig11997, Siderastrea_Mexico_Barshis-Radice_Host_contig17955, Siderastrea_Mexico_Barshis-Radice_Host_contig10445, Siderastrea_Mexico_Barshis-Radice_Host_contig05570, Siderastrea_Mexico_Barshis-Radice_Host_contig06916, Siderastrea_Mexico_Barshis-Radice_Host_contig17111, Siderastrea_Mexico_Barshis-Radice_Host_contig00615, Siderastrea_Mexico_Barshis-Radice_Host_contig02548, Siderastrea_Mexico_Barshis-Radice_Host_contig01103, Siderastrea_Mexico_Barshis-Radice_Host_contig03697
OG0000041	isotig12419_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00670, Siderastrea_Mexico_Barshis-Radice_Host_contig08665, Siderastrea_Mexico_Barshis-Radice_Host_contig05591, Siderastrea_Mexico_Barshis-Radice_Host_contig15381, Siderastrea_Mexico_Barshis-Radice_Host_contig10941, Siderastrea_Mexico_Barshis-Radice_Host_contig04729, Siderastrea_Mexico_Barshis-Radice_Host_contig03414, Siderastrea_Mexico_Barshis-Radice_Host_contig17491, Siderastrea_Mexico_Barshis-Radice_Host_contig15425, Siderastrea_Mexico_Barshis-Radice_Host_contig11768, Siderastrea_Mexico_Barshis-Radice_Host_contig12345, Siderastrea_Mexico_Barshis-Radice_Host_contig17748, Siderastrea_Mexico_Barshis-Radice_Host_contig01245
OG0000044	isotig12187_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14930, Siderastrea_Mexico_Barshis-Radice_Host_contig08675, Siderastrea_Mexico_Barshis-Radice_Host_contig07421
OG0000044	GE912995_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15304, Siderastrea_Mexico_Barshis-Radice_Host_contig06802, Siderastrea_Mexico_Barshis-Radice_Host_contig07036, Siderastrea_Mexico_Barshis-Radice_Host_contig07325, Siderastrea_Mexico_Barshis-Radice_Host_contig09681, Siderastrea_Mexico_Barshis-Radice_Host_contig10538, Siderastrea_Mexico_Barshis-Radice_Host_contig14161, Siderastrea_Mexico_Barshis-Radice_Host_contig02028
OG0000045	isotig11620_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18120, Siderastrea_Mexico_Barshis-Radice_Host_contig06852, Siderastrea_Mexico_Barshis-Radice_Host_contig12443, Siderastrea_Mexico_Barshis-Radice_Host_contig01253, Siderastrea_Mexico_Barshis-Radice_Host_contig00754, Siderastrea_Mexico_Barshis-Radice_Host_contig01704, Siderastrea_Mexico_Barshis-Radice_Host_contig08616, Siderastrea_Mexico_Barshis-Radice_Host_contig08975, Siderastrea_Mexico_Barshis-Radice_Host_contig15998, Siderastrea_Mexico_Barshis-Radice_Host_contig08503, Siderastrea_Mexico_Barshis-Radice_Host_contig09536, Siderastrea_Mexico_Barshis-Radice_Host_contig01684
OG0000046	isotig07813_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13303, Siderastrea_Mexico_Barshis-Radice_Host_contig15292, Siderastrea_Mexico_Barshis-Radice_Host_contig07688, Siderastrea_Mexico_Barshis-Radice_Host_contig06405, Siderastrea_Mexico_Barshis-Radice_Host_contig04434, Siderastrea_Mexico_Barshis-Radice_Host_contig12298, Siderastrea_Mexico_Barshis-Radice_Host_contig04864, Siderastrea_Mexico_Barshis-Radice_Host_contig05749, Siderastrea_Mexico_Barshis-Radice_Host_contig01113, Siderastrea_Mexico_Barshis-Radice_Host_contig03415, Siderastrea_Mexico_Barshis-Radice_Host_contig15881, Siderastrea_Mexico_Barshis-Radice_Host_contig14921
OG0000053	isotig09245_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00510
OG0000053	isotig07384_Past, isotig03724_Past, isotig05575_Past, isotig02055_Past, isotig02364_Past, GE907507_Past, isotig00620_Past, isotig06882_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14791
OG0000054	isotig04586_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04551, Siderastrea_Mexico_Barshis-Radice_Host_contig10108, Siderastrea_Mexico_Barshis-Radice_Host_contig06663, Siderastrea_Mexico_Barshis-Radice_Host_contig12734, Siderastrea_Mexico_Barshis-Radice_Host_contig00579, Siderastrea_Mexico_Barshis-Radice_Host_contig03275, Siderastrea_Mexico_Barshis-Radice_Host_contig11804, Siderastrea_Mexico_Barshis-Radice_Host_contig09840, Siderastrea_Mexico_Barshis-Radice_Host_contig16733, Siderastrea_Mexico_Barshis-Radice_Host_contig08185
OG0000055	isotig01986_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15201, Siderastrea_Mexico_Barshis-Radice_Host_contig13148
OG0000055	isotig03317_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03360, Siderastrea_Mexico_Barshis-Radice_Host_contig08308, Siderastrea_Mexico_Barshis-Radice_Host_contig04606, Siderastrea_Mexico_Barshis-Radice_Host_contig17612, Siderastrea_Mexico_Barshis-Radice_Host_contig05158, Siderastrea_Mexico_Barshis-Radice_Host_contig16182, Siderastrea_Mexico_Barshis-Radice_Host_contig12134
OG0000063	isotig07719_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08499, Siderastrea_Mexico_Barshis-Radice_Host_contig01169
OG0000063	isotig04552_Past, isotig09734_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02017, Siderastrea_Mexico_Barshis-Radice_Host_contig05840, Siderastrea_Mexico_Barshis-Radice_Host_contig04223
OG0000063	isotig03437_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13549
OG0000066	isotig10263_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07007, Siderastrea_Mexico_Barshis-Radice_Host_contig18004, Siderastrea_Mexico_Barshis-Radice_Host_contig04233, Siderastrea_Mexico_Barshis-Radice_Host_contig02176, Siderastrea_Mexico_Barshis-Radice_Host_contig00978, Siderastrea_Mexico_Barshis-Radice_Host_contig01435, Siderastrea_Mexico_Barshis-Radice_Host_contig16481, Siderastrea_Mexico_Barshis-Radice_Host_contig11626, Siderastrea_Mexico_Barshis-Radice_Host_contig13428
OG0000067	GE906988_Past, isotig04211_Past, isotig10999_Past, isotig11148_Past, isotig03339_Past, GE912047_Past, isotig11150_Past, isotig00593_Past, isotig06349_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00787
OG0000068	isotig03676_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03443, Siderastrea_Mexico_Barshis-Radice_Host_contig06818, Siderastrea_Mexico_Barshis-Radice_Host_contig14803, Siderastrea_Mexico_Barshis-Radice_Host_contig05409, Siderastrea_Mexico_Barshis-Radice_Host_contig07859, Siderastrea_Mexico_Barshis-Radice_Host_contig15319, Siderastrea_Mexico_Barshis-Radice_Host_contig12792, Siderastrea_Mexico_Barshis-Radice_Host_contig05312, Siderastrea_Mexico_Barshis-Radice_Host_contig13501
OG0000069	isotig04509_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18987, Siderastrea_Mexico_Barshis-Radice_Host_contig00494, Siderastrea_Mexico_Barshis-Radice_Host_contig03577, Siderastrea_Mexico_Barshis-Radice_Host_contig02655, Siderastrea_Mexico_Barshis-Radice_Host_contig05432, Siderastrea_Mexico_Barshis-Radice_Host_contig01583, Siderastrea_Mexico_Barshis-Radice_Host_contig16564, Siderastrea_Mexico_Barshis-Radice_Host_contig10876, Siderastrea_Mexico_Barshis-Radice_Host_contig06652
OG0000070	isotig04283_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09863, Siderastrea_Mexico_Barshis-Radice_Host_contig00024, Siderastrea_Mexico_Barshis-Radice_Host_contig17051, Siderastrea_Mexico_Barshis-Radice_Host_contig05724, Siderastrea_Mexico_Barshis-Radice_Host_contig06014, Siderastrea_Mexico_Barshis-Radice_Host_contig04731, Siderastrea_Mexico_Barshis-Radice_Host_contig07012, Siderastrea_Mexico_Barshis-Radice_Host_contig08605, Siderastrea_Mexico_Barshis-Radice_Host_contig05053
OG0000080	isotig10188_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02861, Siderastrea_Mexico_Barshis-Radice_Host_contig00322, Siderastrea_Mexico_Barshis-Radice_Host_contig02681, Siderastrea_Mexico_Barshis-Radice_Host_contig05244, Siderastrea_Mexico_Barshis-Radice_Host_contig08256, Siderastrea_Mexico_Barshis-Radice_Host_contig16668, Siderastrea_Mexico_Barshis-Radice_Host_contig04755, Siderastrea_Mexico_Barshis-Radice_Host_contig10422
OG0000081	isotig08825_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10866, Siderastrea_Mexico_Barshis-Radice_Host_contig13384, Siderastrea_Mexico_Barshis-Radice_Host_contig06285, Siderastrea_Mexico_Barshis-Radice_Host_contig08630, Siderastrea_Mexico_Barshis-Radice_Host_contig10556, Siderastrea_Mexico_Barshis-Radice_Host_contig05782, Siderastrea_Mexico_Barshis-Radice_Host_contig11225, Siderastrea_Mexico_Barshis-Radice_Host_contig02791
OG0000087	GE912869_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13973, Siderastrea_Mexico_Barshis-Radice_Host_contig05044, Siderastrea_Mexico_Barshis-Radice_Host_contig18356, Siderastrea_Mexico_Barshis-Radice_Host_contig15199, Siderastrea_Mexico_Barshis-Radice_Host_contig08358, Siderastrea_Mexico_Barshis-Radice_Host_contig11431, Siderastrea_Mexico_Barshis-Radice_Host_contig16955
OG0000088	GE914432_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17047, Siderastrea_Mexico_Barshis-Radice_Host_contig19176, Siderastrea_Mexico_Barshis-Radice_Host_contig07311, Siderastrea_Mexico_Barshis-Radice_Host_contig11992, Siderastrea_Mexico_Barshis-Radice_Host_contig17679, Siderastrea_Mexico_Barshis-Radice_Host_contig13466, Siderastrea_Mexico_Barshis-Radice_Host_contig05112
OG0000089	isotig04768_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04584, Siderastrea_Mexico_Barshis-Radice_Host_contig10389, Siderastrea_Mexico_Barshis-Radice_Host_contig07696, Siderastrea_Mexico_Barshis-Radice_Host_contig17847, Siderastrea_Mexico_Barshis-Radice_Host_contig17436, Siderastrea_Mexico_Barshis-Radice_Host_contig07627, Siderastrea_Mexico_Barshis-Radice_Host_contig18376
OG0000104	isotig02288_Past, isotig04413_Past, isotig06474_Past, isotig10737_Past, isotig09805_Past, isotig07929_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16477
OG0000105	isotig08708_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12477, Siderastrea_Mexico_Barshis-Radice_Host_contig18797, Siderastrea_Mexico_Barshis-Radice_Host_contig10061, Siderastrea_Mexico_Barshis-Radice_Host_contig15520, Siderastrea_Mexico_Barshis-Radice_Host_contig17120, Siderastrea_Mexico_Barshis-Radice_Host_contig09702
OG0000107	isotig05029_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07062, Siderastrea_Mexico_Barshis-Radice_Host_contig03409, Siderastrea_Mexico_Barshis-Radice_Host_contig15709, Siderastrea_Mexico_Barshis-Radice_Host_contig08666, Siderastrea_Mexico_Barshis-Radice_Host_contig08608, Siderastrea_Mexico_Barshis-Radice_Host_contig14615
OG0000108	GE909527_Past, isotig10082_Past, GE914545_Past, isotig00302_Past, isotig05878_Past, isotig05815_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08332
OG0000109	GE913817_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18438, Siderastrea_Mexico_Barshis-Radice_Host_contig14479, Siderastrea_Mexico_Barshis-Radice_Host_contig14367, Siderastrea_Mexico_Barshis-Radice_Host_contig18043, Siderastrea_Mexico_Barshis-Radice_Host_contig16137, Siderastrea_Mexico_Barshis-Radice_Host_contig13545
OG0000111	isotig05133_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17942, Siderastrea_Mexico_Barshis-Radice_Host_contig16224, Siderastrea_Mexico_Barshis-Radice_Host_contig12812, Siderastrea_Mexico_Barshis-Radice_Host_contig08714, Siderastrea_Mexico_Barshis-Radice_Host_contig14565, Siderastrea_Mexico_Barshis-Radice_Host_contig13016
OG0000112	isotig01408_Past, isotig11076_Past, isotig09351_Past, isotig02140_Past, isotig07513_Past, isotig00617_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04697
OG0000113	GE907648_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15731, Siderastrea_Mexico_Barshis-Radice_Host_contig13596, Siderastrea_Mexico_Barshis-Radice_Host_contig05758, Siderastrea_Mexico_Barshis-Radice_Host_contig17999, Siderastrea_Mexico_Barshis-Radice_Host_contig01657, Siderastrea_Mexico_Barshis-Radice_Host_contig14838
OG0000114	isotig03475_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16062, Siderastrea_Mexico_Barshis-Radice_Host_contig06584, Siderastrea_Mexico_Barshis-Radice_Host_contig03243, Siderastrea_Mexico_Barshis-Radice_Host_contig11443, Siderastrea_Mexico_Barshis-Radice_Host_contig15542, Siderastrea_Mexico_Barshis-Radice_Host_contig01826
OG0000115	isotig04029_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16787, Siderastrea_Mexico_Barshis-Radice_Host_contig14989, Siderastrea_Mexico_Barshis-Radice_Host_contig18791, Siderastrea_Mexico_Barshis-Radice_Host_contig00141, Siderastrea_Mexico_Barshis-Radice_Host_contig05738, Siderastrea_Mexico_Barshis-Radice_Host_contig17349
OG0000116	isotig01278_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04568, Siderastrea_Mexico_Barshis-Radice_Host_contig08581, Siderastrea_Mexico_Barshis-Radice_Host_contig09777, Siderastrea_Mexico_Barshis-Radice_Host_contig19061, Siderastrea_Mexico_Barshis-Radice_Host_contig18005, Siderastrea_Mexico_Barshis-Radice_Host_contig18225
OG0000136	isotig04832_Past, isotig09220_Past, isotig01766_Past, isotig08066_Past, isotig04352_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02999
OG0000138	isotig04911_Past, isotig04708_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14854
OG0000138	isotig04806_Past, isotig06174_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11000
OG0000139	isotig01180_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00068
OG0000139	isotig04495_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15330
OG0000139	isotig07697_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04774
OG0000142	isotig07956_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02399, Siderastrea_Mexico_Barshis-Radice_Host_contig00260, Siderastrea_Mexico_Barshis-Radice_Host_contig11497, Siderastrea_Mexico_Barshis-Radice_Host_contig12832, Siderastrea_Mexico_Barshis-Radice_Host_contig08270
OG0000143	isotig10167_Past, isotig00218_Past, isotig07145_Past, GE906077_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05302, Siderastrea_Mexico_Barshis-Radice_Host_contig03838
OG0000146	isotig03616_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00900, Siderastrea_Mexico_Barshis-Radice_Host_contig12894, Siderastrea_Mexico_Barshis-Radice_Host_contig07197, Siderastrea_Mexico_Barshis-Radice_Host_contig00096, Siderastrea_Mexico_Barshis-Radice_Host_contig14458
OG0000148	isotig12110_Past, isotig13852_Past, isotig00117_Past, isotig08136_Past, isotig11127_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16413
OG0000149	isotig00183_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02404, Siderastrea_Mexico_Barshis-Radice_Host_contig05541, Siderastrea_Mexico_Barshis-Radice_Host_contig17957, Siderastrea_Mexico_Barshis-Radice_Host_contig18436, Siderastrea_Mexico_Barshis-Radice_Host_contig09917
OG0000150	isotig03817_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04127, Siderastrea_Mexico_Barshis-Radice_Host_contig16268, Siderastrea_Mexico_Barshis-Radice_Host_contig09506, Siderastrea_Mexico_Barshis-Radice_Host_contig03816, Siderastrea_Mexico_Barshis-Radice_Host_contig02894
OG0000151	isotig04088_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14913, Siderastrea_Mexico_Barshis-Radice_Host_contig04211
OG0000151	isotig06568_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07270, Siderastrea_Mexico_Barshis-Radice_Host_contig10345
OG0000152	isotig09210_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11265
OG0000152	isotig04256_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05178, Siderastrea_Mexico_Barshis-Radice_Host_contig15034, Siderastrea_Mexico_Barshis-Radice_Host_contig08805
OG0000155	isotig06565_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14108, Siderastrea_Mexico_Barshis-Radice_Host_contig05836, Siderastrea_Mexico_Barshis-Radice_Host_contig04589, Siderastrea_Mexico_Barshis-Radice_Host_contig18767, Siderastrea_Mexico_Barshis-Radice_Host_contig08741
OG0000156	isotig13709_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15307
OG0000156	isotig02020_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18673, Siderastrea_Mexico_Barshis-Radice_Host_contig03923, Siderastrea_Mexico_Barshis-Radice_Host_contig05164
OG0000198	isotig01838_Past, isotig06008_Past, GE912653_Past, isotig05155_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03904
OG0000201	isotig00049_Past, isotig07918_Past, isotig09550_Past, isotig10580_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00256
OG0000203	isotig13634_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14879, Siderastrea_Mexico_Barshis-Radice_Host_contig11239, Siderastrea_Mexico_Barshis-Radice_Host_contig09931, Siderastrea_Mexico_Barshis-Radice_Host_contig03161
OG0000205	isotig00479_Past, isotig09705_Past, isotig04041_Past, isotig12833_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10971
OG0000207	isotig07237_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13725, Siderastrea_Mexico_Barshis-Radice_Host_contig18958, Siderastrea_Mexico_Barshis-Radice_Host_contig06549, Siderastrea_Mexico_Barshis-Radice_Host_contig14047
OG0000213	GE910672_Past, isotig14034_Past, isotig04798_Past, isotig01608_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10039
OG0000214	isotig07427_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15397
OG0000214	isotig01360_Past, isotig03843_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19129
OG0000215	isotig12939_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09310, Siderastrea_Mexico_Barshis-Radice_Host_contig04054, Siderastrea_Mexico_Barshis-Radice_Host_contig00536, Siderastrea_Mexico_Barshis-Radice_Host_contig18619
OG0000216	isotig10640_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09515, Siderastrea_Mexico_Barshis-Radice_Host_contig08344, Siderastrea_Mexico_Barshis-Radice_Host_contig16556, Siderastrea_Mexico_Barshis-Radice_Host_contig19087
OG0000219	isotig08039_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10122, Siderastrea_Mexico_Barshis-Radice_Host_contig06701, Siderastrea_Mexico_Barshis-Radice_Host_contig18294, Siderastrea_Mexico_Barshis-Radice_Host_contig00471
OG0000220	isotig09610_Past, GE911433_Past, isotig05775_Past, isotig00032_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13343
OG0000221	GE912519_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05996, Siderastrea_Mexico_Barshis-Radice_Host_contig09131, Siderastrea_Mexico_Barshis-Radice_Host_contig02569, Siderastrea_Mexico_Barshis-Radice_Host_contig16176
OG0000222	isotig07194_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09887, Siderastrea_Mexico_Barshis-Radice_Host_contig00969, Siderastrea_Mexico_Barshis-Radice_Host_contig11812, Siderastrea_Mexico_Barshis-Radice_Host_contig16756
OG0000223	isotig00672_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11518, Siderastrea_Mexico_Barshis-Radice_Host_contig02263, Siderastrea_Mexico_Barshis-Radice_Host_contig08847, Siderastrea_Mexico_Barshis-Radice_Host_contig06581
OG0000224	isotig01162_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12532, Siderastrea_Mexico_Barshis-Radice_Host_contig08102, Siderastrea_Mexico_Barshis-Radice_Host_contig05136, Siderastrea_Mexico_Barshis-Radice_Host_contig10869
OG0000225	isotig02372_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17341, Siderastrea_Mexico_Barshis-Radice_Host_contig12112, Siderastrea_Mexico_Barshis-Radice_Host_contig05255, Siderastrea_Mexico_Barshis-Radice_Host_contig02033
OG0000226	isotig02228_Past, isotig04027_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06345, Siderastrea_Mexico_Barshis-Radice_Host_contig07332, Siderastrea_Mexico_Barshis-Radice_Host_contig11300
OG0000284	isotig10628_Past, isotig04206_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18497, Siderastrea_Mexico_Barshis-Radice_Host_contig01118
OG0000286	isotig03525_Past, isotig05532_Past, isotig03539_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14121
OG0000287	isotig11205_Past, isotig00067_Past, isotig08293_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18697
OG0000288	isotig02436_Past, isotig14162_Past, isotig13768_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03806
OG0000289	isotig04113_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13111, Siderastrea_Mexico_Barshis-Radice_Host_contig11633, Siderastrea_Mexico_Barshis-Radice_Host_contig11467
OG0000290	GE916107_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05358, Siderastrea_Mexico_Barshis-Radice_Host_contig11519, Siderastrea_Mexico_Barshis-Radice_Host_contig17202
OG0000292	isotig11072_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11843
OG0000292	isotig09579_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09085
OG0000294	isotig13455_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16580
OG0000294	isotig14021_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12908
OG0000298	isotig00901_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07829
OG0000298	isotig13979_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03423
OG0000299	isotig03647_Past, isotig05784_Past, isotig14224_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05540
OG0000306	isotig03605_Past, isotig08462_Past, isotig11523_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07140
OG0000308	isotig05778_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15975
OG0000308	isotig10635_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00651
OG0000310	isotig11935_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01145, Siderastrea_Mexico_Barshis-Radice_Host_contig17134, Siderastrea_Mexico_Barshis-Radice_Host_contig17512
OG0000311	isotig06800_Past, isotig07998_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14459, Siderastrea_Mexico_Barshis-Radice_Host_contig08936
OG0000312	isotig09576_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11490, Siderastrea_Mexico_Barshis-Radice_Host_contig15170, Siderastrea_Mexico_Barshis-Radice_Host_contig05155
OG0000314	isotig03709_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10107
OG0000314	isotig09514_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12841
OG0000315	isotig06837_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10795
OG0000315	isotig07763_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15722
OG0000321	isotig05514_Past, isotig01218_Past, isotig02640_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01476
OG0000322	isotig03740_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12742
OG0000322	isotig02322_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10262
